Cno ,  Csize , CEdge , CDensity , Cluster Info
C62,11,11,2.5,"[MCCC2, OTUB1, HDAC11, CUL3, C1QBP, ECSIT, CYB5B, UBASH3B, EPS15, RECK, AGK]"
C63,11,11,2.5,"[ABCA7, SORT1, SYNCRIP, LLGL2, SGTB, HNRNPD, ADRB2, C5AR2, GABRA3, HTR3A, GPAA1]"
C64,11,11,2.5,"[PIGN, SPPL2B, ATP2B2, TMEM63A, GPR21, YIPF3, PTGIR, VIPR2, FPR2, TXNDC15, PIGW]"
C65,11,13,2.12,"[CA9, SLC3A2, ITGB1, ITGA2, MMP14, CAND1, CTNNA1, CDH1, GLRX3, CTNNB1, FN1]"
C66,11,11,2.5,"[PIGU, F2RL1, SLC6A15, CDH13, YIPF3, SPPL2B, RPN1, LPAR1, CLEC5A, NECTIN4, CFTR]"
C67,11,11,2.5,"[PTS, ARHGEF1, AGO4, MAPK7, FNDC5, LCK, TEX29, SYP, TAFA4, GTF2H2C, FN1]"
C68,11,13,2.12,"[SULT2B1, SULT1B1, ALS2CR12, TBC1D22B, CDK15, FCF1, DDX19B, GMCL1, SULT1A1, LTF, GM2A]"
C69,11,11,2.5,"[ABCG2, MYO5C, DBN1, RAB7A, PCDH7, BAG6, SYNPO, GOLT1B, PIM1, CFTR, SOAT1]"
C70,11,12,2.29,"[FGG, HSPD1, NEK4, ITGB3, CDK15, CCNYL1, ASCC1, F13B, CA8, GBA, FGB]"
C71,11,12,2.29,"[GCH1, GCHFR, RPS12, RPH3A, AHSA1, OSBPL9, YWHAZ, USP7, DOCK11, IRF2BP2, CFTR]"
C72,11,11,2.5,"[PLEKHA8, FANCI, MASTL, CDKN2AIPNL, KPNB1, FAN1, CDKN2A, PLEKHA8P1, CFTR, FN1, SNAP23]"
C73,11,11,2.5,"[PIGB, WTAP, TMPRSS12, GGT7, MPPE1, FUT1, TCTN2, POMK, DYNLL1, FN1, KANK2]"
C74,11,11,2.5,"[CERS5, CD83, C3AR1, IPPK, HTR2C, FPR2, VIPR2, P2RY12, CERK, PIGA, VWCE]"
C75,11,11,2.5,"[CNR1, GNAI3, GNAI2, SSTR5, HTR2A, CNR2, GNAI1, ADORA2A, FN1, CFTR, GSN]"
C76,11,12,2.29,"[FGA, TRIM33, SOD1, NID1, HRG, CDH5, FAM20C, FGB, SGPL1, GCA, RHOA]"
C77,11,11,2.5,"[IQCB1, QDPR, CA14, SGPL1, LOX, DYNLL1, ENG, RXFP4, CAND1, ANKRD13A, CUL1]"
C78,11,11,2.5,"[LBP, LOC100293069, IRF6, PRDX4, CD14, APOA1, LTF, CTSL, C1QBP, APOC3, DDX31]"
C79,11,11,2.5,"[CA4, TEX101, CDK18, SLC4A1, SLC4A4, DHCR24, APOA1, CA2, ATP2A2, REEP5, APP]"
C80,11,11,2.5,"[RIPK4, GBA, ENPP6, AGK, CAD, HSP90B1, MTREX, IMP3, B4GALT7, FGD6, BAD]"
C81,11,11,2.5,"[A2M, CPB2, LCAT, LOXL1, CFTR, PIKFYVE, BCHE, CUL2, FBLN5, GNA11, FAM120A]"
C82,11,11,2.5,"[PIGK, ULBP2, CANX, ESR1, ALPP, SOAT1, CAD, RAB2A, KATNA1, TMEM63B, HSCB]"
C83,11,11,2.5,"[UPF3A, CA1, APOA1, HBB, TFCP2, C1QC, MOCOS, PDE4B, SPEF2, TMEM43, HP]"
C84,11,11,2.5,"[TPH2, YWHAE, SYBU, DNAJC12, CFTR, FN1, MUC13, SNX4, SPTLC1, ADCY8, ACTN4]"
C85,11,11,2.5,"[PDIA6, TXNRD1, CFTR, FN1, POU2F2, POU2F1, TXNDC17, APEX1, TRIM25, CDO1, PCNA]"
C86,11,11,2.5,"[NONO, ASAH1, CA2, CFTR, ZSCAN12, TRMT2A, HTATIP2, FBXO6, GLT1D1, PNKD, HSPD1]"
C87,11,11,2.5,"[ATP12A, DHCR24, AGK, TACR1, TP53, PSEN1, CAV2, NDUFAF4, ATP6V0D1, HRAS, NDUFA4]"
C88,11,11,2.5,"[EP300, RORA, DDIT3, PTGS2, NME1, GABBR2, HDAC1, HSD17B14, MAFG, FOSL1, PSMC5]"
C89,11,12,2.29,"[ODAPH, FBN1, SLC4A7, ACACA, FBXO2, VCAN, MYOC, MFAP2, FBLN2, HRAS, FN1]"
C90,11,12,2.29,"[GRB2, OCRL, CAD, FN1, SF3B5, HMGB1, SNX33, HIST1H2BH, APPL1, RAB31, ILK]"
C91,11,12,2.29,"[XDH, CCDC110, MYC, ACACA, FN1, PHKG2, C15orf48, STK3, EPB41L1, DCAF6, ILK]"
C92,11,11,2.5,"[SPR, BCAP31, FGB, CFTR, DDAH1, PAPOLA, GLS, ADSL, PUS7, GNAQ, TES]"
C93,11,11,2.5,"[LMNA, SMPD4, CFTR, NUP153, FOXL1, NUP107, FOXE1, FOXI2, FOXA3, SEC61B, KPNB1]"
C94,11,11,2.5,"[RHOB, DHCR7, SLC4A7, NRAS, TEX29, GPR156, EPB42, SNX21, YWHAH, YWHAG, FN1]"
C95,11,11,2.5,"[PHETA1, GPX7, OCRL, GAK, SH3GL1, PLPBP, LYRM4, THYN1, THNSL1, EIF2AK2, PLEKHJ1]"
C96,11,11,2.5,"[PLTP, UGT8, APOA1, NCEH1, FUT1, ADPGK, MPPE1, PTCH1, HSD11B1, HMOX2, PIGB]"
C97,11,11,2.5,"[UBE3A, CELA2B, CFTR, MRE11, HSPH1, TNPO3, ATP2A1, ERLIN1, RANBP1, PSMD11, GRN]"
C98,11,11,2.5,"[MRAP2, CERK, UGCG, RAD18, HLTF, CELF1, ALDH18A1, NOTCH2NLA, GMNN, HAVCR2, HEPACAM2]"
C99,11,11,2.5,"[USP22, ENPP6, CD1B, VAMP3, MEX3B, STEAP3, GLMN, RUNDC1, TEDC1, MKS1, IMPAD1]"
C100,11,11,2.5,"[DIAPH3, ENPP6, BCHE, GNPAT, NDUFB3, STX7, NDUFB5, SACS, NDUFB9, NDUFB8, TACR1]"
C101,11,11,2.5,"[ND5, ENPP6, TACR1, SCAMP1, ZBTB33, CRLF3, SLC26A6, NDUFC2, SLC25A46, RGPD1, NDUFB8]"
C102,11,11,2.5,"[DEFA5, LOXL2, PC, EZH2, MARCKSL1, LYZL2, WNT7A, PSG8, IDS, FBXO7, LRP1]"
C103,11,12,2.29,"[CP, LTF, APOA1, EPPIN, POLL, SGK1, MUC7, HBM, TMEM237, SNX27, DDX31]"
C104,11,11,2.5,"[RPL10, SGPL1, CFTR, BAD, PKN2, PEBP1, PPP6R1, MORF4L1, PDCD11, PTK6, AIFM1]"
C105,11,11,2.5,"[VASP, NSMAF, FN1, ACTB, MAP1LC3B, SELENBP1, TCHH, PREP, DSG4, HEPHL1, CCT2]"
C106,11,11,2.5,"[TNFRSF1A, NSMAF, CAD, CALHM4, LYG2, DUSP14, HEXIM1, GABARAPL1, CSK, MAP3K1, NEK4]"
C107,11,11,2.5,"[DNAJB2, GLB1, CFTR, NECTIN4, VAPA, MEPCE, FBXO6, TRAPPC2, CTSA, CTNNBIP1, DNAJB1]"
C108,11,12,2.29,"[PTPRK, LOX, BCHE, EGF, DPT, NAF1, SCGB1D4, FBXO2, LTBP1, DEFA1, FBN1]"
C109,11,11,2.5,"[TRAF2, SPHK1, CAD, VAV1, SOCS1, SRC, TNFRSF1B, FGR, SMAD2, SHC1, CYLD]"
C110,11,11,2.5,"[SF1, BCHE, FN1, ACTN3, DKC1, WASL, SHTN1, MANEAL, ENAH, PALLD, COLQ]"
C111,11,11,2.5,"[HDLBP, FGB, DYNLL1, MCTS1, GNL1, RPRD1B, SNX3, UBE2T, SBDS, SNX6, PAK1]"
C112,11,11,2.5,"[PCM1, DDIT3, DYNLL1, ATF7, RTL6, SPOP, FOSL2, ATF2, JUNB, BACH1, RPS3]"
C113,11,11,2.5,"[LGALS9, SLC4A7, FN1, FOXD4, POLR1C, PRPF19, SH3GLB1, KRT5, SSB, ECPAS, YWHAB]"
C114,11,11,2.5,"[CDK9, CAD, ACACA, MAP3K3, RIN3, FYN, RELB, RELA, NFKB2, TUBA4A, ILK]"
C115,11,11,2.5,"[HSPA8, HBB, DYNLL1, PNKP, DHRS2, FAM234B, YWHAQ, PLXNB1, GRID1, SEMG2, MAPK6]"
C116,11,11,2.5,"[TSHR, PC, FN1, IFIT1, PTPN9, TP53, ME1, ANTXR1, HSD3B2, ASS1, MDH2]"
C117,11,11,2.5,"[STRAP, PC, CFTR, BPNT1, CBWD1, MVP, GPRC5A, ARL1, BSG, PPP1R12A, MDH2]"
C118,11,11,2.5,"[COPS3, PTGS2, HBB, PSMD1, RBX1, ELAVL1, COPS7A, LMAN2L, NUCB1, TP53, PSMC5]"
C119,11,11,2.5,"[DYRK1B, PCBD1, DYNLL1, TFF3, LNX1, GORASP2, FXR2, APP, ACIN1, PCBD2, CUL1]"
C120,11,11,2.5,"[HNRNPF, CFTR, FN1, TPM1, MYO1B, RASEF, PGRMC1, LIMCH1, EPPK1, EHD1, ATP5F1A]"
C121,11,12,2.29,"[BOLA3, ACP6, DHX36, ILK, RSU1, ECH1, RGS10, C1QBP, ERH, LIMS1, FN1]"
C122,11,11,2.5,"[RP2, TXNRD1, CRYZ, TNPO1, OLA1, PAPSS2, TUBB, NAE1, IPO5, UBXN1, FN1]"
C123,11,11,2.5,"[GAL3ST1, PIGW, WLS, IPPK, SLC22A9, SLC2A12, SLC7A1, SLC39A4, SPPL2B, YIPF3, PIGU]"
C124,11,11,2.5,"[CYP1A2, ASAH1, GSG1, AAMP, AAGAB, TBC1D22B, ZNF556, ZIC1, LYPD1, RNF6, GM2A]"
C125,11,11,2.5,"[TAZ, LOXL2, MTA1, ELN, MTA2, IK, PDIA3, SCGB2A2, RBBP7, FBXO6, UGT8]"
C126,11,12,2.29,"[RAB18, AGK, HCCS, TIMM10B, TIMM29, BAD, AGO4, RSPRY1, RIPK4, OTUB1, CAD]"
C127,11,11,2.5,"[CACNG5, SGPL1, SEMA7A, IL13RA2, P2RX1, ISLR, BTN2A1, TRARG1, BAD, PKN2, SOAT1]"
C128,11,11,2.5,"[AGR2, MCCC2, OTUB1, HDAC11, CUL3, C1QBP, ECSIT, CYB5B, UBASH3B, EPS15, FN1]"
C129,11,11,2.5,"[ASPH, BCHE, SLAMF1, CPSF7, NHP2, MIA2, TUBA3D, SMR3B, NOP10, ENTPD5, FN1]"
C130,11,11,2.5,"[DCAF4L2, PYGL, OGFOD1, FH, TRNT1, H2AFZ, LRRFIP2, AHCY, TEX101, FKBP5, CFTR]"
C131,11,11,2.5,"[C1QB, FN1, TEAD4, LGALS8, LGALS3, CER1, MMP9, SCGB1A1, TGFBI, COL7A1, SLC4A7]"
C132,10,9,2.5,"[FN1, VPS35, SIPA1, RAC1, ILK, LRRC59, MRPS28, VAPA, BAG6, DDX18]"
C133,10,9,2.5,"[CFTR, LIN7C, RYR2, SNX9, RYK, LGALS3, PLEKHA6, TIAM1, FAM120A, SQOR]"
C134,10,9,2.5,"[DYNLL1, ELL, NLN, FOPNL, RPS2, STK25, CCDC18, DDX3X, WWC1, CEP131]"
C135,10,9,2.5,"[FGB, ATG3, DUSP3, USO1, KIAA1143, UBA1, SCRN1, TCEA1, PYGB, CAB39]"
C136,10,9,2.5,"[APOA1, LCAT, CLU, ABCA6, ROBO3, ALB, C1QA, VCAM1, SAFB2, CD40LG]"
C137,10,9,2.5,"[DDIT3, CUL3, G3BP2, COPS8, RPS3, MCMBP, PICALM, TNFSF12, VPS37C, EMSY]"
C138,10,9,2.5,"[TACR1, ND1, ND4, ATP5F1B, ATP8, ATP5PD, GPR50, LPCAT3, LNPK, LMBR1]"
C139,10,9,2.5,"[CERK, ILKAP, U2AF2, NR3C1, PRRC2B, PRMT1, UTP4, IK, TAF13, GEMIN2]"
C140,10,9,2.5,"[CA14, DNM1L, EXOC6, COG8, MON2, FANCD2, HEATR1, NUP160, EXOC8, TNPO2]"
C141,10,9,2.5,"[ACACA, CSNK1E, NUP50, STK25, KIF5B, ARRB1, PSMB7, NDUFA4, RIOK2, PPP4R3A]"
C142,10,9,2.5,"[SELENBP1, GPX1, SYT16, AR, SINHCAF, RASGRP4, ARL11, CPLX3, CAMKMT, MED31]"
C143,10,9,2.5,"[ENPP6, NDUFB4, LMF2, NDUFA7, IMPAD1, EMC3, GLB1L2, PTPN1, AGTRAP, NUP85]"
C144,10,9,2.5,"[EFEMP2, CCDC33, ZNF638, COL8A1, APEX2, CREB5, NUFIP2, RIBC2, AQP1, PIDD1]"
C145,10,9,2.5,"[GPX7, CHMP1A, SEC23IP, PSME1, HSPA14, ASNA1, PLEKHJ1, MCTS1, NFS1, UTP6]"
C146,10,9,2.5,"[CA8, AHSG, CDSN, SPDL1, GGA2, LNX1, CRX, PKP1, HSD17B14, MAGED1]"
C147,10,9,2.5,"[COL4A3BP, PNMA2, NAP1L5, NEK4, PPP2R5C, PACSIN2, FTL, ACTL8, RTN3, POM121]"
C148,10,9,2.5,"[ABCA1, CREBBP, CANX, IMMP1L, ABCA12, COPS2, FLOT1, ARHGEF11, DLG3, LIN7B]"
C149,10,9,2.5,"[STS, GPHN, SIDT2, MBOAT7, JAG2, TBC1D22B, CKAP4, GJA1, CISD2, GOLGA5]"
C150,10,9,2.5,"[SMPD4, TEAD2, ERBB2, FOXB1, CUL2, FOXI1, FOXH1, SRFBP1, FOXL2, KPNB1]"
C151,10,9,2.5,"[MCCC1, CUL4B, MAIP1, IREB2, ECI2, CHCHD10, SOS2, FECH, TUFM, NPB]"
C152,10,9,2.5,"[TH, TAB1, HR, YWHAG, MAPK1, KDM3B, RELL1, MTFR2, TAOK2, ZBTB34]"
C153,10,9,2.5,"[UGCG, C16orf58, CHMP4B, PICK1, TMEM231, SLC20A1, TNFRSF10A, PTGIR, CD83, TNFRSF10B]"
C154,10,9,2.5,"[PLG, ARHGAP20, ARHGAP26, KNG1, F3, F10, C7, LAMA1, LAMA5, ACTB]"
C155,10,9,2.5,"[NOS1, PUM2, CKAP4, BDKRB2, PTPN6, RASD1, SYN1, NOSIP, PRKD1, STUB1]"
C156,10,9,2.5,"[GCHFR, CBFB, EIF4G1, CAMKK2, HBS1L, FXYD1, NEBL, SPINK2, OBSL1, PUSL1]"
C157,10,9,2.5,"[GALC, HIST1H1C, IER2, IKZF1, TRMT11, CST7, ESS2, TMEM51, OTUD6B, NCOA5]"
C158,10,9,2.5,"[F2, ITGA2B, SERPING1, F8, SERPINA5, GP1BA, F2R, CPB2, SERPINB6, F5]"
C159,10,9,2.5,"[CELA3A, TUBA4A, TMEM132A, CNTNAP3, PCSK5, PPP2R5D, POTEF, TUBB8, TROAP, FBXO7]"
C160,10,9,2.5,"[CELA2B, C16orf70, NBN, RAD50, AURKA, ATXN2, MRM2, RPUSD2, TP53, GRN]"
C161,10,9,2.5,"[RORA, FOXP3, RUVBL1, PSMC5, NCOA1, NME2, NR0B1, NCOA2, MED1, MYOD1]"
C162,10,9,2.5,"[TXNRD2, NDUFA13, HSCB, GTF2H1, NCOA6, CYP2S1, PPP1R3C, TXNRD1, PNPLA2, FOXR2]"
C163,10,9,2.5,"[PLSCR4, ALG13, MTUS2, KRTAP4-12, DPH1, KRTAP6-1, IGHG2, TRIP13, MRGBP, FBLN1]"
C164,10,9,2.5,"[PIGQ, SMAD1, PMEL, IL17RB, IL17RC, GDPD5, TCTN2, PCDHAC2, DPEP1, TMCO3]"
C165,10,9,2.5,"[SPHK1, TRAF6, FHL2, SPHKAP, RPS6KC1, CTSB, PPM1G, DHPS, DCXR, CYLD]"
C166,10,9,2.5,"[LOXL3, RPL23, EDEM1, SUFU, CLINT1, HSPA5, LTBP1, MSI1, VPS26B, SENP5]"
C167,10,9,2.5,"[ENPP7, MKS1, PDF, RHEB, TTC17, ERGIC2, CD109, TUBB3, TUBB1, EPDR1]"
C168,10,9,2.5,"[PIGG, ESR1, SERPINH1, DRD2, GLP1R, NCR3LG1, ATP6V0E1, ADGRE5, HTR3A, TXNRD1]"
C169,10,9,2.5,"[SEPHS1, CUL3, PFAS, WDR12, GART, PUM1, ZBTB25, HLX, QRICH1, FN1]"
C170,10,9,2.5,"[SEPSECS, LZTFL1, SOX2, RBPJ, MTMR2, CPPED1, COP1, ABLIM1, LOX, MAD2L2]"
C171,10,9,2.5,"[SUOX, COX6B1, NUP62, DNAJC11, FHOD1, TROAP, CES3, SPANXN3, CELA3A, TUBA4A]"
C172,10,10,2.25,"[ELANE, THBS1, SERPINF2, SERPINA3, NOTCH2NLA, SLPI, SERPINA1, OCRL, PLG, CA6]"
C173,10,9,2.5,"[PCCA, IP6K3, YBEY, WDYHV1, ICMT, LAMP3, TTC1, RARS2, PCBD1, NUDT18]"
C174,10,9,2.5,"[IL6, SH3GL2, SORL1, ZBTB16, SORT1, IL6ST, IL6R, CFTR, CAPN1, TRIP12]"
