Cno ,  Csize , CEdge , CDensity , Cluster Info
C65,5,5,1,"[NONO, ASAH1, CA2, CFTR, SLC4A8]"
C66,5,5,1,"[VWCE, CERK, FBN2, PIGA, CD83]"
C67,5,5,1,"[NDUFA4, DHCR24, AGK, ACACA, ATP12A]"
C68,5,5,1,"[DEFA1, LOXL2, NPC2, BCHE, LRP1]"
C69,5,5,1,"[METTL3, LTF, CAD, DYNLL1, CSNK1A1]"
C70,5,5,1,"[VAPA, SOAT1, GLB1, FN1, RAB7A]"
C71,5,5,1,"[RAB5C, SOAT1, OCRL, FN1, AP2A1]"
C72,5,5,1,"[MRPL58, AGK, MCCC2, PCCB, INPPL1]"
C73,5,5,1,"[ZNRF4, SMPD2, SGPL1, PIGA, PCDHB7]"
C74,5,5,1,"[EP300, RORA, DDIT3, PTGS2, PSMC5]"
C75,5,5,1,"[PCNA, CA2, CFTR, FN1, QARS]"
C76,5,5,1,"[SPTLC1, ABCA1, CFTR, DYNLL1, KRT18]"
C77,5,5,1,"[SERPINE1, PLG, F2, CFTR, ACTB]"
C78,5,5,1,"[LPA, FGB, FBLN5, FN1, PPID]"
C79,5,5,1,"[PAK1, FGB, CAD, DYNLL1, MAD2L1]"
C80,5,5,1,"[FYN, GP6, CAD, FN1, GRB2]"
C81,5,5,1,"[ANXA1, OCRL, CFTR, FN1, LSM12]"
C82,5,5,1,"[ELAVL1, OCRL, PTGS2, FN1, AP2M1]"
C83,5,5,1,"[MDH2, PC, CFTR, FN1, MYH9]"
C84,5,5,1,"[SPR, BCAP31, FGB, CFTR, TES]"
C85,5,5,1,"[GABRA3, ABCA7, GPAA1, ADRB2, HTR3A]"
C86,5,5,1,"[CNTNAP3B, SMPD1, CD1B, CASP7, CANX]"
C87,5,5,1,"[INSL5, SMPD1, LOXL2, SEL1L, OS9]"
C88,5,5,1,"[GOLGA5, STS, TACR1, JAG2, LMBR1]"
C89,5,5,1,"[CBL, GBA, CFTR, IMP3, CANX]"
C90,5,5,1,"[HYOU1, GBA, CFTR, FGD6, HSP90B1]"
C91,5,5,1,"[SNCA, APOA1, DYNLL1, ROBO3, MAPK6]"
C92,5,5,1,"[VIPR2, PIGN, CERS5, GPR21, FPR2]"
C93,5,5,1,"[HMMR, ABCB1, DYNLL1, RNF2, CAV1]"
C94,5,5,1,"[PLEKHJ1, GPX7, OCRL, HSPA14, PHETA1]"
C95,5,5,1,"[MCTS1, GPX7, FGB, ASNA1, FTO]"
C96,5,5,1,"[PAPSS1, GPX7, FGB, NFS1, PTPN11]"
C97,5,5,1,"[PTH1R, PIGO, SOAT1, ATP2B2, ADGRG5]"
C98,5,5,1,"[HTR3C, PIGO, PIGM, ATP1B3, ADGRG5]"
C99,5,5,1,"[AIRE, ASAH1, GM2A, LYPD1, HSF2]"
C100,5,5,1,"[FTH1, ASAH1, GM2A, RNF6, TBC1D22B]"
C101,5,5,1,"[NCEH1, UGT8, CD1E, NEK4, LMAN2L]"
C102,5,5,1,"[GRN, CELA2B, CFTR, AURKA, UBE3A]"
C103,5,5,1,"[PRMT1, CERK, FN1, PRRC2B, NCBP1]"
C104,5,5,1,"[PRPF4, CERK, FN1, TAF13, NCBP1]"
C105,5,5,1,"[MRAP2, CERK, UGCG, UBL4A, HEPACAM2]"
C106,5,5,1,"[IMPAD1, ENPP6, CD1B, EMC3, USP22]"
C107,5,5,1,"[NDUFB5, ENPP6, TACR1, AGTRAP, ND5]"
C108,5,5,1,"[NDUFB8, ENPP6, TACR1, NUP85, ND5]"
C109,5,5,1,"[ERFE, LRP1, TMEM25, PC, LOXL2]"
C110,5,5,1,"[IKBKB, DHCR24, PYGL, PGRMC1, TEX101]"
C111,5,5,1,"[HRAS, DHCR24, SLC4A7, REEP5, ESR1]"
C112,5,5,1,"[DEFA5, LOXL2, PC, SIN3A, LRP1]"
C113,5,5,1,"[KCNJ8, CD1E, CD1B, ABHD14A, DIPK1A]"
C114,5,5,1,"[MAN1A2, CD1E, CD1B, ITGA7, B2M]"
C115,5,5,1,"[APCDD1, LTF, HBB, AEBP2, FRMD1]"
C116,5,6,0.83,"[NCL, LTF, FN1, METTL14, DHX30]"
C117,5,5,1,"[GSK3B, LTF, DYNLL1, MAPK15, METTL3]"
C118,5,5,1,"[CP, LTF, APOA1, ARHGAP11A, DDX19B]"
C119,5,5,1,"[MKLN1, SOAT1, PIGT, PKN2, HSCB]"
C120,5,5,1,"[GOLT1B, SOAT1, ABCG2, PDLIM7, RAB7A]"
C121,5,5,1,"[EMD, SOAT1, CFTR, RAB2A, RAB11A]"
C122,5,5,1,"[SEMA7A, SOAT1, SGPL1, KATNA1, PKN2]"
C123,5,5,1,"[SNX4, AGK, CFTR, OTUB1, RAB5A]"
C124,5,5,1,"[LRRTM1, SMPD2, PIGA, KCNC4, PCDHGB4]"
C125,5,5,1,"[RPL10, SGPL1, CFTR, PPP6R1, AIFM1]"
C126,5,5,1,"[EPS15, MCCC2, FN1, ECSIT, C1QBP]"
C127,5,5,1,"[NEK9, NSMAF, DYNLL1, EPB41L2, RACK1]"
C128,5,5,1,"[CCT6A, NSMAF, CFTR, PFDN2, CCT2]"
C129,5,5,1,"[VASP, NSMAF, FN1, NEK4, CCT2]"
C130,5,5,1,"[TNFRSF1A, NSMAF, CAD, FBXL19, NEK4]"
C131,5,5,1,"[STX4, TACR1, FN1, ATP5PD, ATP5F1B]"
C132,5,5,1,"[DNAJB2, GLB1, CFTR, HSCB, DNAJB1]"
C133,5,5,1,"[MYOC, FBN1, FN1, MFAP2, FBLN2]"
C134,5,5,1,"[CYLD, SPHK1, CAD, RPS6KC1, TRAF2]"
C135,5,5,1,"[SF1, BCHE, FN1, TUBA3D, COLQ]"
C136,5,6,0.83,"[NID1, FGB, FGA, UBA1, MIS12]"
C137,5,5,1,"[PSME2, FGB, CFTR, SCRN1, TES]"
C138,5,5,1,"[MAP2K1, FGB, CAD, CAB39, RHOA]"
C139,5,6,0.83,"[CCNYL1, FGB, FGG, GCA, ASCC1]"
C140,5,5,1,"[NARS, FGB, FN1, DDAH1, RBM12]"
C141,5,5,1,"[TLN1, FGB, FN1, PAPOLA, FEN1]"
C142,5,5,1,"[NAA15, FGB, FN1, ADSL, VPS26A]"
C143,5,5,1,"[HDLBP, FGB, DYNLL1, PUS7, PAK1]"
C144,5,5,1,"[PICALM, DDIT3, FN1, MCMBP, TRIB3]"
C145,5,5,1,"[CSNK2A1, DDIT3, FN1, VPS37C, TRIB3]"
C146,5,5,1,"[PCM1, DDIT3, DYNLL1, EMSY, RPS3]"
C147,5,5,1,"[SNRPE, OCRL, FN1, BOLA2, AP2A2]"
C148,5,5,1,"[DHX9, OCRL, CFTR, AAMDC, CLTA]"
C149,5,5,1,"[EIF3E, OCRL, CFTR, CTSG, PFN1]"
C150,5,5,1,"[RAB14, OCRL, CFTR, PCBP3, VIM]"
C151,5,5,1,"[CLTB, OCRL, FN1, SF3B5, AP2B1]"
C152,5,5,1,"[PDZK1, SLC4A7, CFTR, USH1C, YWHAB]"
C153,5,5,1,"[YWHAH, SLC4A7, FN1, KRAS, LGALS9]"
C154,5,5,1,"[LGALS8, SLC4A7, FN1, NRAS, YWHAG]"
C155,5,5,1,"[ST13, NOS3, FN1, GOLGA2, HSP90AA1]"
C156,5,6,0.83,"[C1QA, APOA1, FN1, VCAM1, KRT1]"
C157,5,5,1,"[PRKCZ, CAD, DYNLL1, SH3BGRL, HTT]"
C158,5,5,1,"[CDK9, CAD, ACACA, IKBKG, CSNK1A1]"
C159,5,5,1,"[STRAP, PC, CFTR, EPHA7, TP53]"
C160,5,5,1,"[KIF5B, ACACA, CFTR, ARRB1, PRKAA1]"
C161,5,5,1,"[LRRFIP2, PYGL, CFTR, H2AFZ, AHCY]"
C162,5,5,1,"[EZR, PYGL, CFTR, FKBP5, USP19]"
C163,5,5,1,"[COPS3, PTGS2, HBB, PSMD1, PSMC5]"
C164,5,5,1,"[DYRK1B, PCBD1, DYNLL1, DVL2, CUL1]"
C165,5,5,1,"[ARF6, GPAA1, FN1, GNRHR, ATP5F1B]"
C166,5,5,1,"[PPP2R2B, CFTR, DYNLL1, TIAM1, HDAC6]"
C167,5,5,1,"[PSMD11, CFTR, FN1, SQOR, ALDOA]"
C168,5,5,1,"[PSMB3, CFTR, FN1, CAPN1, PHB]"
C169,5,5,1,"[ESYT1, CFTR, FN1, TRIP12, LDHA]"
C170,5,5,1,"[BAG2, CFTR, FN1, GNA11, RPL36]"
C171,5,5,1,"[PSMB1, CFTR, FN1, SORL1, XRCC5]"
C172,5,5,1,"[PRKAR2A, CFTR, DYNLL1, MUC13, DDX3X]"
C173,5,5,1,"[LPAR2, CFTR, HBB, ADCY8, HSPA8]"
C174,5,5,1,"[YBX1, CFTR, FN1, REPS1, RPS15]"
C175,5,5,1,"[SKP1, CFTR, DYNLL1, THEM6, DSP]"
C176,5,5,1,"[CORO1B, CFTR, FN1, LGALS4, ESYT2]"
C177,5,5,1,"[NPM1, CFTR, FN1, MS4A5, RPL28]"
C178,5,5,1,"[EEF2, CFTR, FN1, KCNJ1, FLOT2]"
C179,5,5,1,"[SRP14, CFTR, FN1, IL1RAPL1, HSPA1A]"
C180,5,5,1,"[HNRNPF, CFTR, FN1, EPS8, IGF2BP3]"
C181,5,5,1,"[DYNC1H1, CFTR, DYNLL1, SEC61A2, LGALS3BP]"
C182,5,5,1,"[ATP5F1A, CFTR, FN1, B3GNT9, PHGDH]"
C183,5,5,1,"[MYL6, CFTR, FN1, HSPA1L, COPE]"
C184,5,5,1,"[PFKL, CFTR, FN1, CEP170, SSBP1]"
C185,5,5,1,"[CAPZA1, CFTR, FN1, TJP3, RNH1]"
C186,5,5,1,"[LGALS1, CFTR, FN1, CLCA1, STIP1]"
C187,5,5,1,"[LDHB, CFTR, FN1, SH3BGRL2, ERLIN2]"
C188,5,5,1,"[HNRNPK, CFTR, FN1, PSAP, DAB2]"
C189,5,5,1,"[AIMP2, CFTR, FN1, HSPH1, ACTN4]"
C190,5,5,1,"[ACLY, CFTR, FN1, TNPO3, RPL24]"
C191,5,5,1,"[MYH10, CFTR, FN1, ATP2A1, PSMA6]"
C192,5,5,1,"[RPL29, CFTR, FN1, ERLIN1, CAPZB]"
C193,5,5,1,"[ARPC4, CFTR, FN1, RANBP1, CORO1C]"
C194,5,5,1,"[RPL15, CFTR, FN1, A2M, RPL14]"
C195,5,5,1,"[ACTR3, CFTR, FN1, PSMB4, PXN]"
C196,5,5,1,"[RALY, CFTR, FN1, HSPA4, RPL10A]"
C197,5,5,1,"[TKT, CFTR, FN1, CLCN3, EIF3K]"
C198,5,5,1,"[RPS10, CFTR, FN1, SLC26A9, RPL7]"
C199,5,5,1,"[GSN, CFTR, FN1, KCNN4, FSCN1]"
C200,5,5,1,"[TPM3, CFTR, FN1, KRT8, VCL]"
C201,5,5,1,"[CAP1, CFTR, FN1, HNRNPL, RPL21]"
C202,5,5,1,"[RPL8, CFTR, FN1, FBL, XRCC6]"
C203,5,5,1,"[PKM, CFTR, FN1, MVP, FLNB]"
C204,5,5,1,"[PTGES3, CFTR, FN1, GPRC5A, CPNE1]"
C205,5,5,1,"[AHSA1, CFTR, GCH1, ARL1, YWHAZ]"
C206,5,5,1,"[PABPC1, HBB, DYNLL1, DMWD, MAPK6]"
C207,5,5,1,"[CBX3, DYNLL1, FN1, STK25, KANK2]"
C208,5,5,1,"[CD44, DYNLL1, FN1, CCDC18, WTAP]"
C209,5,5,1,"[TAFA4, FN1, PTS, LRRC59, ARHGEF1]"
C210,5,5,1,"[TXNDC15, PIGN, YIPF3, PTGIR, GPAA1]"
C211,5,5,1,"[AGR2, MCCC2, OTUB1, HDAC11, CAD]"
C212,5,5,1,"[ELK1, CAD, BAD, RIPK4, AGK]"
C213,5,6,0.83,"[GRB10, CAD, XPO1, RUVBL1, CFTR]"
C214,5,5,1,"[NUCB1, PTGS2, TP53, CAV1, CFTR]"
C215,4,5,0.6,"[PLSCR4, PLSCR1, HOXA1, EFEMP2]"
C216,4,5,0.6,"[NOS1, DLG4, DLG2, DYNLL1]"
C217,4,5,0.6,"[LOXL2, RBBP4, HDAC1, FN1]"
C218,4,3,1,"[FN1, VPS35, SIPA1, RAC1]"
C219,4,3,1,"[CFTR, LIN7C, RYR2, SNX9]"
C220,4,3,1,"[DYNLL1, ELL, NLN, FOPNL]"
C221,4,3,1,"[FGB, ATG3, DUSP3, USO1]"
C222,4,3,1,"[CAD, LGALS3BP, TP63, MAPK7]"
C223,4,3,1,"[APOA1, LCAT, CLU, ABCA6]"
C224,4,3,1,"[OCRL, AP2S1, LTF, HMGB2]"
C225,4,3,1,"[DDIT3, CUL3, G3BP2, COPS8]"
C226,4,3,1,"[TACR1, ND1, ND4, ATP5F1B]"
C227,4,3,1,"[SOAT1, SMPD3, HSCB, YIPF3]"
C228,4,3,1,"[CERK, ILKAP, U2AF2, NR3C1]"
C229,4,3,1,"[HBB, FRMD1, ARHGEF6, GK]"
C230,4,3,1,"[CA14, DNM1L, EXOC6, COG8]"
C231,4,3,1,"[ACACA, CSNK1E, NUP50, STK25]"
C232,4,3,1,"[SELENBP1, GPX1, SYT16, AR]"
C233,4,3,1,"[CD1B, MAN1A1, MR1, HLA-A]"
C234,4,3,1,"[GLB1, ATP6AP2, VIM, CDK2]"
C235,4,3,1,"[SLC4A7, VSIG4, SH2D3C, MAS1]"
C236,4,3,1,"[ENPP6, NDUFB4, LMF2, NDUFA7]"
C237,4,3,1,"[EFEMP2, CCDC33, ZNF638, COL8A1]"
C238,4,3,1,"[LOXL2, MTA1, ELN, MTA2]"
C239,4,3,1,"[SGPL1, BAD, PKN2, PEBP1]"
C240,4,3,1,"[GPX7, CHMP1A, SEC23IP, PSME1]"
C241,4,3,1,"[PIGT, ZNF609, TOR1AIP1, ESR1]"
C242,4,3,1,"[CA8, AHSG, CDSN, SPDL1]"
C243,4,3,1,"[CD1E, TMEM67, ANKRD46, TMEM30A]"
C244,4,3,1,"[TF, MIS12, MYC, DRD2]"
C245,4,3,1,"[PC, ERBB2, SLAMF1, DISC1]"
C246,4,3,1,"[DHCR24, CISD3, CKAP5, COQ9]"
C247,4,3,1,"[UGT8, LMAN2L, ADRA1A, CSGALNACT2]"
C248,4,3,1,"[COL4A3BP, PNMA2, NAP1L5, NEK4]"
C249,4,3,1,"[ABCA1, CREBBP, CANX, IMMP1L]"
C250,4,3,1,"[STS, GPHN, SIDT2, MBOAT7]"
C251,4,3,1,"[TXNRD1, CRYZ, TNPO1, OLA1]"
C252,4,3,1,"[PYGL, OGFOD1, FH, TRNT1]"
C253,4,3,1,"[AGK, BAD, AGO4, RSPRY1]"
C254,4,3,1,"[SMPD4, TEAD2, ERBB2, FOXB1]"
C255,4,3,1,"[GPAA1, ATP5F1B, DPEP1, PTGIR]"
C256,4,3,1,"[NPC2, NEDD4L, LRP1, BARD1]"
C257,4,3,1,"[MCCC1, CUL4B, MAIP1, IREB2]"
C258,4,3,1,"[CELA1, EIF4E2, PRRC2A, DISC1]"
C259,4,3,1,"[FBN2, EGLN3, DISC1, AURKA]"
C260,4,3,1,"[PIGS, TMEM131, SF3B1, HSCB]"
C261,4,3,1,"[PLG, ARHGAP20, ARHGAP26, KNG1]"
C262,4,3,1,"[TH, TAB1, HR, YWHAG]"
C263,4,3,1,"[UGCG, C16orf58, CHMP4B, PICK1]"
C264,4,3,1,"[F2, ITGA2B, SERPING1, F8]"
C265,4,3,1,"[NOS1, PUM2, CKAP4, BDKRB2]"
C266,4,3,1,"[ACP6, RSU1, ECH1, RGS10]"
C267,4,3,1,"[GCHFR, CBFB, EIF4G1, CAMKK2]"
C268,4,3,1,"[GALC, HIST1H1C, IER2, IKZF1]"
C269,4,3,1,"[CELA3A, TUBA4A, TMEM132A, CNTNAP3]"
C270,4,3,1,"[CELA2B, C16orf70, NBN, RAD50]"
C271,4,3,1,"[RORA, FOXP3, RUVBL1, PSMC5]"
C272,4,3,1,"[TXNRD2, NDUFA13, HSCB, GTF2H1]"
C273,4,3,1,"[FBLN5, IQCN, TOP3B, ZNF550]"
C274,4,3,1,"[DHCR7, ACP6, TMPRSS4, LTN1]"
C275,4,3,1,"[PIGM, LTB4R2, UPK1A, HAVCR2]"
C276,4,3,1,"[PLSCR4, ALG13, MTUS2, KRTAP4-12]"
C277,4,3,1,"[PIGQ, SMAD1, PMEL, IL17RB]"
C278,4,3,1,"[SPHK1, TRAF6, FHL2, SPHKAP]"
C279,4,3,1,"[LOXL3, RPL23, EDEM1, SUFU]"
C280,4,3,1,"[CAV1, FAP, SMPD3, ABCB1]"
C281,4,3,1,"[ABCA7, SORT1, SYNCRIP, LLGL2]"
C282,4,3,1,"[QDPR, ENG, RXFP4, CUL3]"
C283,4,3,1,"[ENPP7, MKS1, PDF, RHEB]"
C284,4,3,1,"[PIGN, SPPL2B, ATP2B2, TMEM63A]"
C285,4,3,1,"[PIGW, SPPL2B, GAL3ST1, WLS]"
C286,4,3,1,"[PIGU, F2RL1, SLC6A15, CDH13]"
C287,4,3,1,"[FGG, HSPD1, NEK4, ITGB3]"
C288,4,3,1,"[PTS, ARHGEF1, AGO4, MAPK7]"
C289,4,3,1,"[PIGG, ESR1, SERPINH1, DRD2]"
C290,4,3,1,"[SMPD1, OS9, ALG11, SLC27A2]"
C291,4,3,1,"[SEPHS1, CUL3, PFAS, WDR12]"
C292,4,3,1,"[SULT2B1, SULT1B1, ALS2CR12, TBC1D22B]"
C293,4,3,1,"[FGA, MIS12, TRIM33, SOD1]"
C294,4,3,1,"[ABCG2, MYO5C, DBN1, RAB7A]"
C295,4,3,1,"[PCCA, IP6K3, YBEY, WDYHV1]"
C296,4,3,1,"[GCH1, GCHFR, RPS12, RPH3A]"
C297,4,3,1,"[SEPSECS, LZTFL1, SOX2, RBPJ]"
C298,4,3,1,"[PLEKHA8, FANCI, MASTL, CDKN2AIPNL]"
C299,4,3,1,"[PIGB, WTAP, TMPRSS12, GGT7]"
C300,4,3,1,"[GBA2, LAMTOR5, AFG3L2, SRP68]"
C301,4,3,1,"[CERS5, CD83, C3AR1, IPPK]"
C302,4,3,1,"[TP53, CELA2B, DHCR24, EFEMP2]"
C303,4,3,1,"[SUOX, COX6B1, NUP62, DNAJC11]"
C304,4,3,1,"[LIPE, CAVIN1, PLIN2, PLIN5]"
C305,4,3,1,"[ELANE, THBS1, SERPINF2, SERPINA3]"
C306,4,3,1,"[CNR1, GNAI3, GNAI2, SSTR5]"
C307,4,3,1,"[ALDH6A1, NDUFS7, ABRAXAS1, LAMP2]"
C308,4,3,1,"[ACACB, HIST4H4, HMGA1, PRKAA1]"
C309,4,3,1,"[LOX, MAD2L2, SOX2, EGF]"
C310,4,3,1,"[IL6, SH3GL2, SORL1, ZBTB16]"
C311,4,3,1,"[GP6, HIST3H3, YES1, FCER1G]"
C312,4,3,1,"[IQCB1, QDPR, CA14, SGPL1]"
C313,4,3,1,"[CYP19A1, CD109, H2AFX, CACNA2D1]"
C314,4,3,1,"[GLTP, CMTM5, SHKBP1, ASPSCR1]"
C315,4,3,1,"[SEPHS2, NEK4, ZNF408, CCL22]"
C316,4,3,1,"[LBP, LOC100293069, IRF6, PRDX4]"
C317,4,3,1,"[DIO2, USP20, MARCH6, UBE2G1]"
C318,4,3,1,"[SEC61B, SMPD4, SOAT1, SLC4A7]"
C319,4,3,1,"[CA4, TEX101, CDK18, SLC4A1]"
C320,4,3,1,"[HTR3A, ABCA7, PIGG, PIGO]"
C321,4,3,1,"[NOTCH2NLA, CA6, CERK, ELANE]"
C322,4,3,1,"[RIPK4, GBA, ENPP6, AGK]"
C323,4,3,1,"[BAG6, CERK, EFEMP2, ABCG2]"
C324,4,3,1,"[CYP11A1, SMAD9, SMAD3, NLGN3]"
C325,4,3,1,"[A2M, CPB2, LCAT, LOXL1]"
C326,4,3,1,"[RHOA, SGPL1, GLB1, FGB]"
C327,4,3,1,"[F13A1, HSPB1, F13B, FGA]"
C328,4,3,1,"[PIGK, ULBP2, CANX, ESR1]"
C329,4,3,1,"[TPR, ADCY10, PCCB, FN1]"
C330,4,3,1,"[SGMS2, CENPO, KIF2C, AKAP5]"
C331,4,3,1,"[TPH2, YWHAE, SYBU, DNAJC12]"
C332,4,3,1,"[IYD, HIST2H2BE, TRIM69, DDRGK1]"
C333,4,3,1,"[TST, MRPL50, CLPP, NEDD8]"
C334,4,3,1,"[EDN1, COPS6, EDNRB, EDNRA]"
C335,4,3,1,"[PRTN3, ITGAM, IL32, SERPINB1]"
C336,4,3,1,"[HJV, NEO1, TMPRSS6, BMP2]"
C337,4,3,1,"[ODAPH, FBN1, SLC4A7, ACACA]"
C338,4,3,1,"[HNRNPC, MMP12, CFTR, RYK]"
C339,4,3,1,"[XDH, CCDC110, MYC, TF]"
C340,4,3,1,"[CUL2, SMPD4, LOXL1, FOXI1]"
C341,4,3,1,"[ERH, ACP6, CFTR, LIMS1]"
C342,4,3,1,"[ILK, ACP6, CAD, SDHAF3]"
C343,4,3,1,"[SLC9A3R2, SLC26A3, CFTR, PLEKHA6]"
C344,4,3,1,"[KARS, GPX1, FN1, TXN]"
C345,4,3,1,"[SLC4A4, ATP2A2, CA4, CFTR]"
C346,4,3,1,"[SGTB, ABCA7, EFEMP2, HNRNPD]"
C347,4,3,1,"[PRKCI, DHCR7, FGB, DOCK3]"
C348,4,3,1,"[PRKCB, DHCR7, FN1, TOR1A]"
C349,4,3,1,"[FADS1, DHCR7, TACR1, NDN]"
C350,4,3,1,"[RHOB, DHCR7, SLC4A7, ESR1]"
C351,4,3,1,"[CHRM3, PIGX, SLC4A7, ATP2B2]"
C352,4,3,1,"[EED, SMPD3, SELENBP1, ATP6V0A1]"
C353,4,3,1,"[STOM, SMPD3, FN1, TMEM135]"
C354,4,3,1,"[APOB, SMPD3, APOA1, ENDOD1]"
C355,4,3,1,"[STARD7, GLTP, PIGM, AMD1]"
C356,4,3,1,"[TUBB1, CELA1, ENPP7, PRR14]"
C357,4,3,1,"[OBSL1, GCHFR, CAD, HBS1L]"
C358,4,3,1,"[TROAP, CELA3A, SUOX, PCSK5]"
C359,4,3,1,"[FBXO7, CELA3A, LOXL2, PPP2R5D]"
