Cno ,  Csize , CEdge , CDensity , Cluster Info
C25,9,11,1.64,"[NSMAF, CCT2, PKP3, CCT8, NEK9, EPB41L2, CFTR, RACK1, DYNLL1]"
C26,9,11,1.64,"[BCHE, SLAMF1, CPSF7, NHP2, MIA2, TUBA3D, FN1, COLQ, SF1]"
C27,9,11,1.64,"[PC, ERBB2, SLAMF1, DISC1, XRCC3, RAB7A, FN1, MDH2, TSHR]"
C28,9,11,1.64,"[ASAH1, TBC1D22B, ZNF556, ZIC1, LYPD1, RNF6, GM2A, HSF2, FTH1]"
C29,9,11,1.64,"[PIGM, LTB4R2, UPK1A, HAVCR2, TM2D2, ADGRG5, SOAT1, PIGO, PTH1R]"
C30,9,11,1.64,"[MCCC2, OTUB1, HDAC11, CUL3, C1QBP, ECSIT, CAD, AGK, RIPK4]"
C31,9,11,1.64,"[FBN1, FBXO2, LTBP1, VCAN, MYOC, MFAP2, BCHE, FN1, COLQ]"
C32,9,11,1.64,"[TPH1, CFL1, YWHAZ, YEATS4, DNAJC12, MCM10, TH, FN1, YWHAG]"
C33,9,12,1.5,"[FBXO6, ASAH1, UGT8, LOXL2, PIGS, GLB1, SCGB2A2, HSCB, PIGT]"
C34,9,11,1.64,"[GP6, HIST3H3, YES1, FCER1G, CALM1, FYN, FN1, CFTR, GSN]"
C35,9,11,1.64,"[SEC61B, SMPD4, SOAT1, SLC4A7, FN1, FOXH1, YWHAB, LGALS9, LGALS8]"
C36,9,11,1.64,"[CLTC, SOAT1, OCRL, CFTR, FN1, PKN2, SNAP23, PPP2R1A, KPNB1]"
C37,9,11,1.64,"[RPN1, SOAT1, PIGU, CFTR, FN1, PDLIM7, DNAJB1, COPB1, QARS]"
C38,9,11,1.64,"[MPST, HSCB, RAE1, DISC1, GPX1, DYNLL1, PC, FN1, MDH2]"
C39,9,11,1.64,"[UPF3A, CA1, APOA1, HBB, TFCP2, VCAM1, HP, GDPD1, HBA1]"
C40,9,11,1.64,"[TPH2, YWHAE, SYBU, DNAJC12, CFTR, FN1, ALDOA, PHB, LDHA]"
C41,9,11,1.64,"[NONO, ASAH1, CA2, CFTR, NSG2, AIRE, SLC4A8, PCNA, HSPD1]"
C42,9,11,1.64,"[DDX19B, GM2A, SULT2B1, LTF, GID8, HEXA, GMCL1, CDK15, TBC1D22B]"
C43,9,12,1.5,"[DDX31, LTF, TF, APOA1, AEBP2, METTL3, CD81, CP, GDPD1]"
C44,9,11,1.64,"[RAB5C, SOAT1, OCRL, FN1, RAB2A, KATNA1, AP2A1, AP2M1, AP2A2]"
C45,9,11,1.64,"[RAB11A, SOAT1, OCRL, CFTR, TMEM63B, VAPA, CLTA, PFN1, VIM]"
C46,9,11,1.64,"[SPTLC1, ABCA1, CFTR, DYNLL1, FLOT1, ARHGEF11, HDAC6, DDX3X, DSP]"
C47,9,11,1.64,"[LPA, FGB, FBLN5, FN1, SCRN1, TCEA1, VPS26A, NAA15, TLN1]"
C48,9,11,1.64,"[PAK1, FGB, CAD, DYNLL1, PYGB, CAB39, CSNK1A1, MAD2L1, HTT]"
C49,9,11,1.64,"[ANXA1, OCRL, CFTR, FN1, AAMDC, CTSG, PHGDH, COPE, SSBP1]"
C50,9,11,1.64,"[GRB2, OCRL, CAD, FN1, PCBP3, DHX9, AP2B1, CLTB, ELAVL1]"
C51,9,12,1.5,"[XDH, CCDC110, MYC, ACACA, FN1, PSMB7, RPL27A, ILK, COPB1]"
C52,9,11,1.64,"[PAPSS1, GPX7, FGB, NFS1, UTP6, ZC3HC1, FTO, PTPN11, FARSB]"
C53,9,11,1.64,"[HTR3C, PIGO, PIGM, ATP2B2, ATP1B3, CHRM4, ADGRG5, UPK1A, SOAT1]"
C54,9,11,1.64,"[EMD, SOAT1, CFTR, NDUFS1, TERF1, UBIAD1, RAB11A, CANX, RPN1]"
C55,9,11,1.64,"[CCT6A, NSMAF, CFTR, FBXL19, DOCK8, MAP1LC3A, ACTB, CCT2, RACK1]"
C56,9,11,1.64,"[DNAJB2, GLB1, CFTR, YPEL5, VAPA, MEPCE, DNAJB1, FN1, SNAP23]"
C57,9,11,1.64,"[PSMC3, TXNRD2, CFTR, PPP1R3C, TXNRD1, PNPLA2, HSPA5, IPO5, FN1]"
C58,9,11,1.64,"[MAP2K1, FGB, CAD, PUS7, GNAQ, HDGFL2, RHOA, OTUB1, PAK1]"
C59,9,11,1.64,"[NARS, FGB, FN1, GTF2F1, LSM1, RPRD1A, FBLN1, PPID, RBM12]"
C60,9,11,1.64,"[EIF3E, OCRL, CFTR, SF3B5, HMGB1, SNX33, RAB14, RAC1, CLTC]"
C61,9,11,1.64,"[AHCY, PYGL, CFTR, TEX101, FKBP5, IKBKB, EZR, USP19, DHCR24]"
C62,9,11,1.64,"[PPP2R2B, CFTR, DYNLL1, REPS1, THEM6, LGALS4, SKP1, PRKAR2A, PPP2R1A]"
C63,9,11,1.64,"[PSMD11, CFTR, FN1, MS4A5, KCNJ1, IL1RAPL1, RNH1, STIP1, ERLIN2]"
C64,9,11,1.64,"[PSMB3, CFTR, FN1, EPS8, SEC61A2, B3GNT9, DAB2, ACTN4, RPL24]"
C65,9,11,1.64,"[ESYT1, CFTR, FN1, HSPA1L, CEP170, TJP3, PSMA6, CAPZB, CORO1C]"
C66,9,11,1.64,"[BAG2, CFTR, FN1, CLCA1, SH3BGRL2, PSAP, RPL14, RPL10A, EIF3K]"
C67,9,11,1.64,"[PSMB1, CFTR, FN1, HSPH1, TNPO3, ATP2A1, RPL7, FSCN1, VCL]"
C68,9,11,1.64,"[YBX1, CFTR, FN1, ERLIN1, RANBP1, PSMB4, RPL21, XRCC6, FLNB]"
C69,9,11,1.64,"[CORO1B, CFTR, FN1, HSPA4, CLCN3, SLC26A9, CPNE1, PTGES3, PKM]"
C70,9,11,1.64,"[NPM1, CFTR, FN1, KCNN4, KRT8, HNRNPL, RPL8, CAP1, TPM3]"
C71,9,11,1.64,"[EEF2, CFTR, FN1, FBL, MVP, GPRC5A, RPS10, TKT, RALY]"
C72,9,11,1.64,"[SRP14, CFTR, FN1, ARL1, BSG, PPP1R12A, ACTR3, RPL15, ARPC4]"
C73,9,11,1.64,"[HNRNPF, CFTR, FN1, TPM1, MYO1B, RASEF, RPL29, MYH10, ACLY]"
C74,9,11,1.64,"[ATP5F1A, CFTR, FN1, PGRMC1, LIMCH1, EPPK1, AIMP2, HNRNPK, LDHB]"
C75,9,11,1.64,"[PABPC1, HBB, DYNLL1, DMWD, PNPLA1, BMP5, MAPK6, HSPA8, CAD]"
C76,9,11,1.64,"[CBX3, DYNLL1, FN1, MIB1, RPS21, SSX2IP, KANK2, WTAP, CD44]"
C77,9,11,1.64,"[RFWD3, TPH1, CFL1, YWHAZ, YEATS4, DNAJC12, TH, FN1, YWHAG]"
C78,9,11,1.64,"[AGR2, MCCC2, OTUB1, HDAC11, CUL3, C1QBP, CAD, AGK, RIPK4]"
C79,9,11,1.64,"[TRAF1, PIGA, EVA1C, FAM189B, PCDHA3, HAVCR2, SMPD2, PCDHB7, PCDHGB4]"
C80,9,11,1.64,"[HNF1A, PCBD1, CUL1, CUL4A, CUL4B, CUL5, PTGS2, CA2, COPS5]"
C81,9,11,1.64,"[P4HTM, CD1D, CANX, CALR, B2M, SMPD1, TF, CD1B, CNTNAP3B]"
C82,8,9,1.56,"[GLB1, ATP6AP2, VIM, CDK2, PLAUR, HSCB, CAD, RHOA]"
C83,8,9,1.56,"[ACP6, RSU1, ECH1, RGS10, C1QBP, ERH, FN1, ILK]"
C84,8,9,1.56,"[PIGN, SPPL2B, ATP2B2, TMEM63A, GPR21, YIPF3, PIGU, PIGW]"
C85,8,10,1.4,"[CA9, SLC3A2, ITGB1, ITGA2, MMP14, CAND1, FN1, GLRX3]"
C86,8,9,1.56,"[GCH1, GCHFR, RPS12, RPH3A, AHSA1, OSBPL9, CFTR, YWHAZ]"
C87,8,12,1.17,"[ZFP41, FBN2, FBN1, FBLN5, PYGL, ELN, ZNF408, LTBP1]"
C88,8,9,1.56,"[VWCE, CERK, FBN2, PIGA, UTP4, IK, CD83, HAVCR2]"
C89,8,9,1.56,"[NDUFA4, DHCR24, AGK, ACACA, IKBKB, PGRMC1, ATP12A, COQ9]"
C90,8,9,1.56,"[SPR, BCAP31, FGB, CFTR, GCA, DDAH1, TES, PSME2]"
C91,8,10,1.4,"[PRPF4, CERK, FN1, GEMIN2, BAG6, UBL4A, NCBP1, PRMT1]"
C92,8,9,1.56,"[MRAP2, CERK, UGCG, EIF4ENIF1, NOP16, APOL2, HEPACAM2, CD83]"
C93,8,9,1.56,"[NDUFB5, ENPP6, TACR1, RUNDC1, MKS1, GNPAT, ND5, NDUFB8]"
C94,8,9,1.56,"[CSNK2A1, DDIT3, FN1, FOSL1, G3BP1, MAPK14, TRIB3, PICALM]"
C95,8,10,1.4,"[KRT1, APOA1, FN1, APOC3, C1QC, MOCOS, C1QBP, C1QA]"
C96,8,9,1.56,"[CDK9, CAD, ACACA, IKBKG, TRADD, ELK1, ILK, CSNK1A1]"
C97,8,9,1.56,"[STRAP, PC, CFTR, EPHA7, YBEY, TPSB2, MDH2, TP53]"
C98,8,9,1.56,"[TIMM29, AGK, BAD, AGO4, RSPRY1, RIPK4, CAD, OTUB1]"
C99,8,9,1.56,"[USP7, GCH1, GCHFR, RPS12, RPH3A, AHSA1, CFTR, YWHAZ]"
C100,7,7,1.5,"[HBB, FRMD1, ARHGEF6, GK, MKI67, APCDD1, LTF]"
C101,7,7,1.5,"[SLC4A7, VSIG4, SH2D3C, MAS1, ESR1, ATP2B2, SGPL1]"
C102,7,7,1.5,"[PIGT, ZNF609, TOR1AIP1, ESR1, HSCB, POGLUT1, CAD]"
C103,7,7,1.5,"[TF, MYC, DRD2, CANX, CALR, IGF2, CD1D]"
C104,7,8,1.31,"[AGK, BAD, AGO4, RSPRY1, RIPK4, OTUB1, CAD]"
C105,7,7,1.5,"[CELA1, EIF4E2, PRRC2A, DISC1, PRR14, CCT2, FN1]"
C106,7,7,1.5,"[FBN2, EGLN3, DISC1, AURKA, PRG2, LTBP1, FN1]"
C107,7,7,1.5,"[NOS3, HBA1, SIRT1, APP, GOLGA2, ACTB, APOA1]"
C108,7,7,1.5,"[LOXL3, RPL23, EDEM1, SUFU, CLINT1, HSPA5, CFTR]"
C109,7,7,1.5,"[ABCG2, MYO5C, DBN1, RAB7A, PCDH7, BAG6, FN1]"
C110,7,7,1.5,"[PIGB, WTAP, TMPRSS12, GGT7, MPPE1, FUT1, UGT8]"
C111,7,7,1.5,"[TP53, CELA2B, DHCR24, EFEMP2, CAD, PC, ESR1]"
C112,7,7,1.5,"[GPX4, OTUB1, PPIB, HSCB, GSTO2, OTUD5, CAD]"
C113,7,7,1.5,"[MGLL, HTR4, LTB4R2, ADRB2, USE1, SPATA46, CERS1]"
C114,7,7,1.5,"[ACACB, HIST4H4, HMGA1, PRKAA1, STK25, RGS1, ACACA]"
C115,7,7,1.5,"[A2M, CPB2, LCAT, LOXL1, CFTR, F2, SERPINE1]"
C116,7,7,1.5,"[NME2P1, MOGAT2, NPC2, FGB, NEGR1, DEFA1, NME2]"
C117,7,7,1.5,"[HELZ, CELA1, CELA3A, PIGT, TUBB1, ZNF318, USP54]"
C118,7,9,1.17,"[LPAR1, PIGO, PIGU, GPAA1, ATP2A3, HTR3A, YIPF3]"
C119,7,7,1.5,"[EP300, RORA, DDIT3, PTGS2, NR0B1, NCOA2, PSMC5]"
C120,7,7,1.5,"[INSL5, SMPD1, LOXL2, SEL1L, RBBP7, SIN3A, OS9]"
C121,7,7,1.5,"[EED, SMPD3, SELENBP1, RACK1, ATP6V0A1, STOM, NSMAF]"
C122,7,7,1.5,"[GOLGA5, STS, TACR1, CKAP4, GJA1, CISD2, LMBR1]"
C123,7,7,1.5,"[PHETA1, GPX7, OCRL, GAK, SH3GL1, PLPBP, PLEKHJ1]"
C124,7,7,1.5,"[NCEH1, UGT8, CD1E, SEC22B, ADPGK, PTCH1, LMAN2L]"
C125,7,8,1.31,"[GRN, CELA2B, CFTR, MRM2, RPUSD2, UBE3A, TP53]"
C126,7,7,1.5,"[USP22, ENPP6, CD1B, GLB1L2, PTPN1, AGTRAP, IMPAD1]"
C127,7,7,1.5,"[DEFA5, LOXL2, PC, EZH2, MARCKSL1, LYZL2, LRP1]"
C128,7,8,1.31,"[NCL, LTF, FN1, METTL14, MAPK15, ARHGAP11A, DHX30]"
C129,7,7,1.5,"[GSK3B, LTF, DYNLL1, GSK3A, PRAP1, EPPIN, METTL3]"
C130,7,7,1.5,"[MKLN1, SOAT1, PIGT, PCDHB15, GOLT1B, UQCRC1, HSCB]"
C131,7,7,1.5,"[SEMA7A, SOAT1, SGPL1, RTN4R, CARNMT1, RPN2, PKN2]"
C132,7,7,1.5,"[RPL10, SGPL1, CFTR, BAD, PEBP1, PPP6R1, AIFM1]"
C133,7,7,1.5,"[F13A1, HSPB1, F13B, CFTR, FGG, ADCY8, HSPD1]"
C134,7,7,1.5,"[EPS15, MCCC2, FN1, CYB5B, UBASH3B, RECK, C1QBP]"
C135,7,7,1.5,"[CDH13, PIGU, CFTR, F2RL1, SLC6A15, CLEC5A, RPN1]"
C136,7,7,1.5,"[TNFRSF1A, NSMAF, CAD, KBTBD7, MAP1LC3B, TCHH, NEK4]"
C137,7,7,1.5,"[STX4, TACR1, FN1, SLC25A46, RGPD1, GPR89A, ATP5F1B]"
C138,7,7,1.5,"[CYLD, SPHK1, CAD, PPM1G, DHPS, DCXR, TRAF2]"
C139,7,8,1.31,"[TFRC, TF, FN1, EDIL3, MATN3, UTP3, MYC]"
C140,7,7,1.5,"[HDLBP, FGB, DYNLL1, SYAP1, EIF3J, CTNNBL1, PAK1]"
C141,7,8,1.31,"[ASCC1, FGB, FGG, BLVRB, HSP90AA4P, EEF1A2, CCNYL1]"
C142,7,7,1.5,"[PCM1, DDIT3, DYNLL1, JUND, NFE2L2, ATF7, RPS3]"
C143,7,7,1.5,"[ST13, NOS3, FN1, GCDH, GUCY1B1, AKT1, HSP90AA1]"
C144,7,7,1.5,"[COPS3, PTGS2, HBB, PSMD1, RBX1, ELAVL1, PSMC5]"
C145,7,7,1.5,"[DYRK1B, PCBD1, DYNLL1, DCUN1D1, DVL2, NIF3L1, CUL1]"
C146,7,7,1.5,"[ARF6, GPAA1, FN1, PIN1, KCNK16, GABRG2, ATP5F1B]"
C147,7,7,1.5,"[TAFA4, FN1, PTS, DDX18, NAPA, PDLIM5, ARHGEF1]"
C148,7,7,1.5,"[BDKRB1, CERS1, DRD2, LTB4R2, HTR4, PIGG, MGLL]"
C149,7,7,1.5,"[HPCAL1, MGLL, HTR4, LTB4R2, ADRB2, USE1, CERS1]"
C150,7,7,1.5,"[HLCS, ACACB, HIST4H4, HMGA1, PRKAA1, STK25, ACACA]"
C151,7,7,1.5,"[LYN, GP6, HIST3H3, YES1, FCER1G, CALM1, CFTR]"
C152,7,7,1.5,"[COPS7A, PTGS2, LMAN2L, NUCB1, TP53, CAV1, CFTR]"
C153,6,11,0.68,"[PIGH, PIGC, IL18RAP, PIGQ, PIGP, PIGA]"
C154,6,5,1.5,"[FN1, VPS35, SIPA1, RAC1, ILK, LRRC59]"
C155,6,5,1.5,"[CFTR, LIN7C, RYR2, SNX9, RYK, LGALS3]"
C156,6,5,1.5,"[DYNLL1, ELL, NLN, FOPNL, RPS2, STK25]"
C157,6,5,1.5,"[FGB, ATG3, DUSP3, USO1, KIAA1143, UBA1]"
C158,6,5,1.5,"[APOA1, LCAT, CLU, ABCA6, ROBO3, C1QA]"
C159,6,5,1.5,"[DDIT3, CUL3, G3BP2, COPS8, RPS3, MCMBP]"
C160,6,5,1.5,"[TACR1, ND1, ND4, ATP5F1B, ATP8, ATP5PD]"
C161,6,5,1.5,"[SOAT1, SMPD3, HSCB, YIPF3, RAB7A, PSEN1]"
C162,6,5,1.5,"[CERK, ILKAP, U2AF2, NR3C1, PRRC2B, PRMT1]"
C163,6,5,1.5,"[ACACA, CSNK1E, NUP50, STK25, KIF5B, ARRB1]"
C164,6,5,1.5,"[CA14, DNM1L, EXOC6, COG8, MON2, FANCD2]"
C165,6,5,1.5,"[SELENBP1, GPX1, SYT16, AR, SINHCAF, RASGRP4]"
C166,6,5,1.5,"[CD1B, MAN1A1, MR1, HLA-A, QSOX2, GHITM]"
C167,6,5,1.5,"[ENPP6, NDUFB4, LMF2, NDUFA7, IMPAD1, EMC3]"
C168,6,5,1.5,"[EFEMP2, CCDC33, ZNF638, COL8A1, APEX2, CREB5]"
C169,6,5,1.5,"[LOXL2, MTA1, ELN, MTA2, IK, PDIA3]"
C170,6,5,1.5,"[GPX7, CHMP1A, SEC23IP, PSME1, HSPA14, ASNA1]"
C171,6,5,1.5,"[CA8, AHSG, CDSN, SPDL1, GGA2, LNX1]"
C172,6,5,1.5,"[CD1E, TMEM67, ANKRD46, TMEM30A, MIA2, FCGRT]"
C173,6,5,1.5,"[DHCR24, CISD3, CKAP5, COQ9, CNR2, CCR4]"
C174,6,5,1.5,"[UGT8, LMAN2L, ADRA1A, CSGALNACT2, H1F0, NEK4]"
C175,6,5,1.5,"[COL4A3BP, PNMA2, NAP1L5, NEK4, PPP2R5C, PACSIN2]"
C176,6,5,1.5,"[ABCA1, CREBBP, CANX, IMMP1L, ABCA12, COPS2]"
C177,6,5,1.5,"[STS, GPHN, SIDT2, MBOAT7, JAG2, TBC1D22B]"
C178,6,5,1.5,"[TXNRD1, CRYZ, TNPO1, OLA1, PAPSS2, TUBB]"
C179,6,5,1.5,"[PYGL, OGFOD1, FH, TRNT1, H2AFZ, LRRFIP2]"
C180,6,5,1.5,"[SMPD4, TEAD2, ERBB2, FOXB1, CUL2, FOXI1]"
C181,6,5,1.5,"[GPAA1, ATP5F1B, DPEP1, PTGIR, GNRHR, HTR3A]"
C182,6,5,1.5,"[NPC2, NEDD4L, LRP1, BARD1, PSG1, NME2]"
C183,6,5,1.5,"[MCCC1, CUL4B, MAIP1, IREB2, ECI2, CHCHD10]"
C184,6,5,1.5,"[PIGS, TMEM131, SF3B1, HSCB, ATP5MD, FANCD2]"
C185,6,5,1.5,"[PLG, ARHGAP20, ARHGAP26, KNG1, F3, F10]"
C186,6,5,1.5,"[TH, TAB1, HR, YWHAG, MAPK1, KDM3B]"
C187,6,5,1.5,"[UGCG, C16orf58, CHMP4B, PICK1, TMEM231, SLC20A1]"
C188,6,5,1.5,"[F2, ITGA2B, SERPING1, F8, SERPINA5, GP1BA]"
C189,6,5,1.5,"[NOS1, PUM2, CKAP4, BDKRB2, PTPN6, RASD1]"
C190,6,5,1.5,"[GCHFR, CBFB, EIF4G1, CAMKK2, HBS1L, FXYD1]"
C191,6,5,1.5,"[GALC, HIST1H1C, IER2, IKZF1, TRMT11, CST7]"
C192,6,5,1.5,"[CELA3A, TUBA4A, TMEM132A, CNTNAP3, PCSK5, PPP2R5D]"
C193,6,5,1.5,"[CELA2B, C16orf70, NBN, RAD50, AURKA, ATXN2]"
C194,6,5,1.5,"[RORA, FOXP3, RUVBL1, PSMC5, NCOA1, NME2]"
C195,6,5,1.5,"[TXNRD2, NDUFA13, HSCB, GTF2H1, NCOA6, CYP2S1]"
C196,6,5,1.5,"[FBLN5, IQCN, TOP3B, ZNF550, ZNF408, TKTL2]"
C197,6,5,1.5,"[DHCR7, ACP6, TMPRSS4, LTN1, DOCK3, PRKCI]"
C198,6,5,1.5,"[PLSCR4, ALG13, MTUS2, KRTAP4-12, DPH1, KRTAP6-1]"
C199,6,5,1.5,"[PIGQ, SMAD1, PMEL, IL17RB, IL17RC, GDPD5]"
C200,6,5,1.5,"[SPHK1, TRAF6, FHL2, SPHKAP, RPS6KC1, CTSB]"
C201,6,5,1.5,"[ABCA7, SORT1, SYNCRIP, LLGL2, SGTB, HNRNPD]"
C202,6,5,1.5,"[ENPP7, MKS1, PDF, RHEB, TTC17, ERGIC2]"
C203,6,5,1.5,"[PTS, ARHGEF1, AGO4, MAPK7, FNDC5, LCK]"
C204,6,5,1.5,"[PIGG, ESR1, SERPINH1, DRD2, GLP1R, NCR3LG1]"
C205,6,5,1.5,"[SMPD1, OS9, ALG11, SLC27A2, CNTNAP3B, CASP7]"
C206,6,5,1.5,"[SEPHS1, CUL3, PFAS, WDR12, GART, PUM1]"
C207,6,5,1.5,"[SULT2B1, SULT1B1, ALS2CR12, TBC1D22B, CDK15, FCF1]"
C208,6,5,1.5,"[FGG, HSPD1, NEK4, ITGB3, CDK15, CCNYL1]"
C209,6,5,1.5,"[SEPSECS, LZTFL1, SOX2, RBPJ, MTMR2, CPPED1]"
C210,6,5,1.5,"[PLEKHA8, FANCI, MASTL, CDKN2AIPNL, KPNB1, FAN1]"
C211,6,5,1.5,"[GBA2, LAMTOR5, AFG3L2, SRP68, MRPL44, PPFIA1]"
C212,6,5,1.5,"[CERS5, CD83, C3AR1, IPPK, HTR2C, FPR2]"
C213,6,5,1.5,"[SUOX, COX6B1, NUP62, DNAJC11, FHOD1, TROAP]"
C214,6,5,1.5,"[LIPE, CAVIN1, PLIN2, PLIN5, STAR, FABP9]"
C215,6,5,1.5,"[ELANE, THBS1, SERPINF2, SERPINA3, NOTCH2NLA, SLPI]"
C216,6,5,1.5,"[CNR1, GNAI3, GNAI2, SSTR5, HTR2A, CNR2]"
C217,6,5,1.5,"[PCCA, IP6K3, YBEY, WDYHV1, ICMT, LAMP3]"
C218,6,5,1.5,"[ALDH6A1, NDUFS7, ABRAXAS1, LAMP2, POLG2, ALDH8A1]"
C219,6,5,1.5,"[LOX, MAD2L2, SOX2, EGF, IQCB1, PTPRK]"
C220,6,5,1.5,"[IL6, SH3GL2, SORL1, ZBTB16, SORT1, IL6ST]"
C221,6,5,1.5,"[FGA, TRIM33, SOD1, NID1, HRG, CDH5]"
C222,6,5,1.5,"[CYP19A1, CD109, H2AFX, CACNA2D1, RC3H2, NPLOC4]"
C223,6,5,1.5,"[GLTP, CMTM5, SHKBP1, ASPSCR1, AMD1, STARD7]"
C224,6,5,1.5,"[SEPHS2, NEK4, ZNF408, CCL22, LOXL4, ENDOV]"
C225,6,5,1.5,"[LBP, LOC100293069, IRF6, PRDX4, CD14, APOA1]"
C226,6,5,1.5,"[DIO2, USP20, MARCH6, UBE2G1, WSB1, USP33]"
C227,6,5,1.5,"[CA4, TEX101, CDK18, SLC4A1, SLC4A4, DHCR24]"
C228,6,5,1.5,"[PIGK, ULBP2, CANX, ESR1, ALPP, SMPD1]"
C229,6,5,1.5,"[TPR, ADCY10, PCCB, FN1, MRPS28, VAPA]"
C230,6,5,1.5,"[FAP, CAV1, DPP4, PLAUR, SMPD3, TACR1]"
C231,6,5,1.5,"[ODAPH, FBN1, SLC4A7, ACACA, FBLN2, LAMP1]"
C232,6,5,1.5,"[HNRNPC, MMP12, CFTR, PLEKHA6, TIAM1, FAM120A]"
C233,6,6,1.25,"[LMNA, SMPD4, CFTR, SRFBP1, FOXL2, KPNB1]"
C234,6,5,1.5,"[SLC9A3R2, SLC26A3, CFTR, SQOR, CAPN1, TRIP12]"
C235,6,5,1.5,"[KARS, GPX1, FN1, TXN, ARHGAP11B, EXOSC2]"
C236,6,5,1.5,"[ATP2A2, SLC4A4, CFTR, GNA11, SORL1, MUC13]"
C237,6,6,1.25,"[GABRA3, ABCA7, GPAA1, ADRB2, C5AR2, HTR3A]"
C238,6,5,1.5,"[CA6, NOTCH2NLA, FRMD1, CERK, PIGS, TAF13]"
C239,6,5,1.5,"[PRKCB, DHCR7, FN1, TOR1A, FADS1, NDN]"
C240,6,5,1.5,"[RHOB, DHCR7, SLC4A7, KRAS, HRAS, NRAS]"
C241,6,5,1.5,"[CHRM3, PIGX, SLC4A7, TEX29, GPR156, EPB42]"
C242,6,5,1.5,"[APOB, SMPD3, APOA1, TMEM135, ENDOD1, PPP3R1]"
C243,6,5,1.5,"[OBSL1, GCHFR, CAD, NEBL, SPINK2, PUSL1]"
C244,6,5,1.5,"[FBXO7, CELA3A, LOXL2, POTEF, TUBB8, TROAP]"
C245,6,5,1.5,"[ALG9, STS, ENPP6, LRRC8A, TMEM214, RETREG2]"
C246,6,5,1.5,"[BMP2K, GBA, FN1, B4GALT7, FGD6, FMR1]"
