Cno ,  Csize , CEdge , CDensity , Cluster Info
C51,6,6,1.25,"[RACK1, SMPD3, NSMAF, CFTR, DYNLL1, PPP2R1A]"
C52,6,6,1.25,"[LGALS3, ABCB1, SLC4A7, CFTR, FN1, SNAP23]"
C53,6,6,1.25,"[BAG6, CERK, EFEMP2, ABCG2, FN1, PRMT1]"
C54,6,6,1.25,"[CLTC, SOAT1, OCRL, CFTR, FN1, KPNB1]"
C55,6,6,1.25,"[RPN1, SOAT1, PIGU, CFTR, FN1, DNAJB1]"
C56,6,7,1.07,"[RAB5A, AGK, OCRL, CAD, CFTR, RUVBL2]"
C57,6,6,1.25,"[RHOA, SGPL1, GLB1, FGB, CAD, PAK1]"
C58,6,6,1.25,"[ACTB, NSMAF, PLG, NOS3, CFTR, CAV1]"
C59,6,6,1.25,"[MPST, HSCB, RAE1, DISC1, GPX1, FN1]"
C60,6,6,1.25,"[PRDX6, GPX4, CFTR, FN1, OTUD5, TUBB6]"
C61,6,6,1.25,"[UPF3A, CA1, APOA1, HBB, TFCP2, HP]"
C62,6,6,1.25,"[HELZ, CELA1, CELA3A, PIGT, CCT2, USP54]"
C63,6,6,1.25,"[IPO5, TXNRD1, CFTR, FN1, TUBB, CCT4]"
C64,6,6,1.25,"[PDIA6, TXNRD1, CFTR, FN1, NAE1, MYH9]"
C65,6,6,1.25,"[FARSB, GPX7, FGB, FN1, ASNA1, FBLN1]"
C66,6,7,1.07,"[LPAR1, PIGO, PIGU, GPAA1, ATP2B2, YIPF3]"
C67,6,6,1.25,"[NONO, ASAH1, CA2, CFTR, RNF6, SLC4A8]"
C68,6,6,1.25,"[DDX19B, GM2A, SULT2B1, LTF, FTH1, GMCL1]"
C69,6,6,1.25,"[VWCE, CERK, FBN2, PIGA, UTP4, CD83]"
C70,6,6,1.25,"[NDUFA4, DHCR24, AGK, ACACA, CCR4, ATP12A]"
C71,6,6,1.25,"[DEFA1, LOXL2, NPC2, BCHE, PDIA3, LRP1]"
C72,6,6,1.25,"[METTL3, LTF, CAD, DYNLL1, AEBP2, CSNK1A1]"
C73,6,7,1.07,"[DDX31, LTF, TF, APOA1, METTL14, GDPD1]"
C74,6,6,1.25,"[VAPA, SOAT1, GLB1, FN1, PSEN1, RAB5C]"
C75,6,6,1.25,"[RAB11A, SOAT1, OCRL, CFTR, PKN2, CLTA]"
C76,6,6,1.25,"[ZNRF4, SMPD2, SGPL1, PIGA, KCNC4, LRRTM1]"
C77,6,6,1.25,"[EP300, RORA, DDIT3, PTGS2, NME2, PSMC5]"
C78,6,6,1.25,"[PCNA, CA2, CFTR, FN1, USP42, ALDOA]"
C79,6,6,1.25,"[SPTLC1, ABCA1, CFTR, DYNLL1, COPS2, KRT18]"
C80,6,6,1.25,"[YWHAQ, SLC4A7, CFTR, HBB, ATP2B2, LPAR2]"
C81,6,6,1.25,"[SERPINE1, PLG, F2, CFTR, F10, ACTB]"
C82,6,6,1.25,"[LPA, FGB, FBLN5, FN1, UBA1, PPID]"
C83,6,6,1.25,"[FYN, GP6, CAD, FN1, LYN, GRB2]"
C84,6,6,1.25,"[ANXA1, OCRL, CFTR, FN1, BOLA2, SNRPE]"
C85,6,6,1.25,"[ELAVL1, OCRL, PTGS2, FN1, AAMDC, AP2A1]"
C86,6,6,1.25,"[SPR, BCAP31, FGB, CFTR, SCRN1, TES]"
C87,6,6,1.25,"[LMNA, SMPD4, CFTR, FOXI1, FOXH1, KPNB1]"
C88,6,6,1.25,"[GABRA3, ABCA7, GPAA1, HNRNPD, ADRB2, HTR3A]"
C89,6,6,1.25,"[INSL5, SMPD1, LOXL2, CASP7, CANX, OS9]"
C90,6,6,1.25,"[GOLGA5, STS, TACR1, TBC1D22B, CKAP4, LMBR1]"
C91,6,6,1.25,"[CBL, GBA, CFTR, IMP3, B4GALT7, CANX]"
C92,6,6,1.25,"[HYOU1, GBA, CFTR, ZMYND11, ZCCHC8, HSP90B1]"
C93,6,6,1.25,"[VIPR2, PIGN, CERS5, YIPF3, PTGIR, FPR2]"
C94,6,6,1.25,"[HMMR, ABCB1, DYNLL1, RNF2, STK25, CAV1]"
C95,6,6,1.25,"[FUT1, PIGB, UGT8, TCTN2, POMK, MPPE1]"
C96,6,6,1.25,"[PLEKHJ1, GPX7, OCRL, MCTS1, NFS1, PHETA1]"
C97,6,6,1.25,"[PAPSS1, GPX7, FGB, UTP6, ZC3HC1, FTO]"
C98,6,6,1.25,"[PTPN11, GPX7, FGB, GAK, SH3GL1, FARSB]"
C99,6,6,1.25,"[PTH1R, PIGO, SOAT1, ATP1B3, HTR3C, ADGRG5]"
C100,6,6,1.25,"[AIRE, ASAH1, GM2A, NSG2, SLCO6A1, HSF2]"
C101,6,6,1.25,"[NCEH1, UGT8, CD1E, UPK1A, TRDN, LMAN2L]"
C102,6,6,1.25,"[GRN, CELA2B, CFTR, ATXN2, MRM2, UBE3A]"
C103,6,6,1.25,"[PRPF4, CERK, FN1, IK, TAF13, NCBP1]"
C104,6,6,1.25,"[MRAP2, CERK, UGCG, USP1, RBM26, HEPACAM2]"
C105,6,6,1.25,"[USP22, ENPP6, CD1B, EMC3, GLB1L2, IMPAD1]"
C106,6,6,1.25,"[NDUFB5, ENPP6, TACR1, MEX3B, RIPK4, ND5]"
C107,6,6,1.25,"[NDUFB8, ENPP6, TACR1, STEAP3, GLMN, ND5]"
C108,6,7,1.07,"[ERFE, LRP1, TMEM25, PC, LOXL2, DEFA5]"
C109,6,6,1.25,"[HRAS, DHCR24, SLC4A7, REEP5, APP, ESR1]"
C110,6,6,1.25,"[MAN1A2, CD1E, CD1B, ABHD14A, ITGA7, DIPK1A]"
C111,6,6,1.25,"[APCDD1, LTF, HBB, MAPK15, ARHGAP11A, FRMD1]"
C112,6,6,1.25,"[NCL, LTF, FN1, GSK3B, GSK3A, DHX30]"
C113,6,6,1.25,"[CP, LTF, APOA1, PRAP1, EPPIN, DDX31]"
C114,6,6,1.25,"[MKLN1, SOAT1, PIGT, PDLIM7, RAB2A, HSCB]"
C115,6,6,1.25,"[GOLT1B, SOAT1, ABCG2, KATNA1, TMEM63B, RAB7A]"
C116,6,6,1.25,"[EMD, SOAT1, CFTR, PCDHB15, UQCRC1, RAB11A]"
C117,6,6,1.25,"[SEMA7A, SOAT1, SGPL1, NDUFS1, TERF1, PKN2]"
C118,6,6,1.25,"[SNX4, AGK, CFTR, OTUB1, COQ9, RAB5A]"
C119,6,6,1.25,"[RPL10, SGPL1, CFTR, BAD, PEBP1, AIFM1]"
C120,6,6,1.25,"[F13A1, HSPB1, F13B, CFTR, FGG, HSPD1]"
C121,6,6,1.25,"[EPS15, MCCC2, FN1, ECSIT, CYB5B, C1QBP]"
C122,6,6,1.25,"[VASP, NSMAF, FN1, NEK4, TCP1, CCT2]"
C123,6,6,1.25,"[TNFRSF1A, NSMAF, CAD, FBXL19, DOCK8, NEK4]"
C124,6,6,1.25,"[STX4, TACR1, FN1, LPCAT3, NDUFC2, ATP5F1B]"
C125,6,6,1.25,"[DNAJB2, GLB1, CFTR, HSCB, H2AFX, DNAJB1]"
C126,6,6,1.25,"[FBLN2, FBN1, FN1, MRPS28, DDX18, MYOC]"
C127,6,6,1.25,"[CYLD, SPHK1, CAD, CTSB, PPM1G, TRAF2]"
C128,6,7,1.07,"[CD81, TF, APOA1, IGF2, TFR2, GDPD1]"
C129,6,6,1.25,"[SF1, BCHE, FN1, SMR3B, NOP10, COLQ]"
C130,6,6,1.25,"[PSME2, FGB, CFTR, GCA, DDAH1, TES]"
C131,6,6,1.25,"[MAP2K1, FGB, CAD, ADSL, PUS7, RHOA]"
C132,6,7,1.07,"[CCNYL1, FGB, FGG, GNAQ, HDGFL2, ASCC1]"
C133,6,6,1.25,"[NARS, FGB, FN1, GTF2F1, LSM1, RBM12]"
C134,6,6,1.25,"[TLN1, FGB, FN1, RPRD1A, RSL1D1, FEN1]"
C135,6,6,1.25,"[NAA15, FGB, FN1, SYAP1, EIF3J, VPS26A]"
C136,6,6,1.25,"[HDLBP, FGB, DYNLL1, CTNNBL1, BLVRB, PAK1]"
C137,6,6,1.25,"[PICALM, DDIT3, FN1, MCMBP, TNFSF12, TRIB3]"
C138,6,7,1.07,"[CSNK2A1, DDIT3, FN1, GABBR2, HDAC1, TRIB3]"
C139,6,6,1.25,"[PCM1, DDIT3, DYNLL1, MAFG, FOSL1, RPS3]"
C140,6,6,1.25,"[DHX9, OCRL, CFTR, CTSG, PCBP3, PFN1]"
C141,6,6,1.25,"[EIF3E, OCRL, CFTR, SF3B5, HMGB1, RAB14]"
C142,6,6,1.25,"[YWHAH, SLC4A7, FN1, NRAS, GPR156, LGALS9]"
C143,6,6,1.25,"[LGALS8, SLC4A7, FN1, EPB42, SLC4A8, YWHAG]"
C144,6,6,1.25,"[ST13, NOS3, FN1, GCDH, CDC37, HSP90AA1]"
C145,6,7,1.07,"[KRT1, APOA1, FN1, KIAA0754, DNTT, C1QBP]"
C146,6,6,1.25,"[PRKCZ, CAD, DYNLL1, IKBKG, TRADD, MAD2L1]"
C147,6,6,1.25,"[HTT, CAD, DYNLL1, ELK1, DUSP4, HSPA8]"
C148,6,6,1.25,"[CDK9, CAD, ACACA, TAB2, ABI1, CSNK1A1]"
C149,6,6,1.25,"[TSHR, PC, FN1, TPSB2, PTPN9, MDH2]"
C150,6,8,0.94,"[LRRFIP2, PYGL, CFTR, AHCY, USP19, EZR]"
C151,6,6,1.25,"[COPS3, PTGS2, HBB, PSMD1, RBX1, PSMC5]"
C152,6,6,1.25,"[DYRK1B, PCBD1, DYNLL1, NIF3L1, NUDT18, CUL1]"
C153,6,6,1.25,"[ARF6, GPAA1, FN1, PIN1, KCNK16, ATP5F1B]"
C154,6,6,1.25,"[PPP2R2B, CFTR, DYNLL1, GNA11, SORL1, HDAC6]"
C155,6,6,1.25,"[PSMD11, CFTR, FN1, MUC13, ADCY8, RPL36]"
C156,6,6,1.25,"[PSMB3, CFTR, FN1, REPS1, THEM6, XRCC5]"
C157,6,6,1.25,"[ESYT1, CFTR, FN1, LGALS4, MS4A5, RPS15]"
C158,6,6,1.25,"[BAG2, CFTR, FN1, KCNJ1, IL1RAPL1, ESYT2]"
C159,6,6,1.25,"[PSMB1, CFTR, FN1, EPS8, SEC61A2, RPL28]"
C160,6,6,1.25,"[YBX1, CFTR, FN1, B3GNT9, HSPA1L, FLOT2]"
C161,6,6,1.25,"[CORO1B, CFTR, FN1, CEP170, TJP3, HSPA1A]"
C162,6,6,1.25,"[NPM1, CFTR, FN1, CLCA1, SH3BGRL2, IGF2BP3]"
C163,6,6,1.25,"[EEF2, CFTR, FN1, PSAP, HSPH1, PHGDH]"
C164,6,6,1.25,"[SRP14, CFTR, FN1, TNPO3, ATP2A1, COPE]"
C165,6,6,1.25,"[HNRNPF, CFTR, FN1, ERLIN1, RANBP1, SSBP1]"
C166,6,6,1.25,"[ATP5F1A, CFTR, FN1, PSMB4, HSPA4, RNH1]"
C167,6,6,1.25,"[MYL6, CFTR, FN1, CLCN3, SLC26A9, STIP1]"
C168,6,6,1.25,"[PFKL, CFTR, FN1, KCNN4, KRT8, ERLIN2]"
C169,6,6,1.25,"[CAPZA1, CFTR, FN1, HNRNPL, FBL, DAB2]"
C170,6,6,1.25,"[LGALS1, CFTR, FN1, MVP, GPRC5A, ACTN4]"
C171,6,6,1.25,"[LDHB, CFTR, FN1, ARL1, BSG, RPL24]"
C172,6,6,1.25,"[HNRNPK, CFTR, FN1, PPP1R12A, TPM1, PSMA6]"
C173,6,6,1.25,"[AIMP2, CFTR, FN1, MYO1B, RASEF, CAPZB]"
C174,6,6,1.25,"[ACLY, CFTR, FN1, PGRMC1, LIMCH1, CORO1C]"
C175,6,6,1.25,"[MYH10, CFTR, FN1, EPPK1, EHD1, RPL14]"
C176,6,6,1.25,"[RPL29, CFTR, FN1, DARS, MYH14, PXN]"
C177,6,6,1.25,"[ARPC4, CFTR, FN1, GANAB, SPTAN1, RPL10A]"
C178,6,6,1.25,"[RPL15, CFTR, FN1, RPL34, HSPE1, EIF3K]"
C179,6,6,1.25,"[ACTR3, CFTR, FN1, CDH13, MYO1D, RPL7]"
C180,6,6,1.25,"[RALY, CFTR, FN1, CYSRT1, TPM4, FSCN1]"
C181,6,6,1.25,"[TKT, CFTR, FN1, PPA1, MEST, VCL]"
C182,6,6,1.25,"[RPS10, CFTR, FN1, RPS29, GNB2, RPL21]"
C183,6,6,1.25,"[GSN, CFTR, FN1, C1orf35, SPECC1L, XRCC6]"
C184,6,6,1.25,"[CAP1, CFTR, FN1, MYL9, MYO1C, CPNE1]"
C185,6,6,1.25,"[RPL8, CFTR, FN1, RPS13, GDI1, PTGES3]"
C186,6,6,1.25,"[PKM, CFTR, FN1, ACTR2, GNB1, CFL1]"
C187,6,6,1.25,"[PABPC1, HBB, DYNLL1, DMWD, PNPLA1, MAPK6]"
C188,6,6,1.25,"[CBX3, DYNLL1, FN1, WWC1, CEP131, KANK2]"
C189,6,6,1.25,"[CD44, DYNLL1, FN1, MIB1, RPS21, WTAP]"
C190,6,6,1.25,"[TAFA4, FN1, PTS, NAPA, PDLIM5, ARHGEF1]"
C191,6,6,1.25,"[BDKRB1, CERS1, DRD2, LTB4R2, HTR4, MGLL]"
C192,6,6,1.25,"[MCM10, TPH1, RFWD3, CFL1, YWHAZ, FN1]"
C193,6,6,1.25,"[SPATA46, MGLL, HPCAL1, HTR4, LTB4R2, CERS1]"
C194,6,6,1.25,"[ACTN3, BCHE, FBXO2, LTBP1, LOXL1, FBN1]"
C195,6,6,1.25,"[NOSTRIN, NOS3, CALM1, NOS2, CUL5, HSP90AA1]"
C196,6,6,1.25,"[HNF1A, PCBD1, CUL1, CUL4A, CUL4B, PTGS2]"
C197,6,6,1.25,"[UCHL5, NOS2, RAC1, SPSB2, CFTR, S100A9]"
C198,6,6,1.25,"[P4HTM, CD1D, CANX, CALR, B2M, TF]"
C199,5,9,0.56,"[ELN, LOX, FBN1, FBLN5, EFEMP2]"
C200,5,4,1.25,"[FN1, VPS35, SIPA1, RAC1, LRRC59]"
C201,5,4,1.25,"[CFTR, LIN7C, RYR2, SNX9, RYK]"
C202,5,4,1.25,"[DYNLL1, ELL, NLN, FOPNL, RPS2]"
C203,5,4,1.25,"[FGB, ATG3, DUSP3, USO1, KIAA1143]"
C204,5,4,1.25,"[CAD, TP63, MAPK7, SH3BGRL, MAPK6]"
C205,5,4,1.25,"[APOA1, LCAT, CLU, ABCA6, ROBO3]"
C206,5,4,1.25,"[DDIT3, CUL3, G3BP2, COPS8, RPS3]"
C207,5,4,1.25,"[TACR1, ND1, ND4, ATP5F1B, ATP8]"
C208,5,4,1.25,"[SOAT1, SMPD3, HSCB, YIPF3, RAB7A]"
C209,5,4,1.25,"[CERK, ILKAP, U2AF2, NR3C1, PRRC2B]"
C210,5,4,1.25,"[HBB, FRMD1, ARHGEF6, GK, MKI67]"
C211,5,4,1.25,"[CA14, DNM1L, EXOC6, COG8, MON2]"
C212,5,4,1.25,"[ACACA, CSNK1E, NUP50, STK25, KIF5B]"
C213,5,4,1.25,"[SELENBP1, GPX1, SYT16, AR, SINHCAF]"
C214,5,4,1.25,"[CD1B, MAN1A1, MR1, HLA-A, QSOX2]"
C215,5,4,1.25,"[GLB1, ATP6AP2, VIM, CDK2, PLAUR]"
C216,5,4,1.25,"[ENPP6, NDUFB4, LMF2, NDUFA7, IMPAD1]"
C217,5,4,1.25,"[EFEMP2, CCDC33, ZNF638, COL8A1, APEX2]"
C218,5,4,1.25,"[LOXL2, MTA1, ELN, MTA2, IK]"
C219,5,4,1.25,"[GPX7, CHMP1A, SEC23IP, PSME1, HSPA14]"
C220,5,4,1.25,"[CA8, AHSG, CDSN, SPDL1, GGA2]"
C221,5,4,1.25,"[CD1E, TMEM67, ANKRD46, TMEM30A, MIA2]"
C222,5,4,1.25,"[PC, ERBB2, SLAMF1, DISC1, XRCC3]"
C223,5,4,1.25,"[DHCR24, CISD3, CKAP5, COQ9, CNR2]"
C224,5,4,1.25,"[UGT8, LMAN2L, ADRA1A, CSGALNACT2, H1F0]"
C225,5,4,1.25,"[COL4A3BP, PNMA2, NAP1L5, NEK4, PPP2R5C]"
C226,5,4,1.25,"[ABCA1, CREBBP, CANX, IMMP1L, ABCA12]"
C227,5,4,1.25,"[STS, GPHN, SIDT2, MBOAT7, JAG2]"
C228,5,4,1.25,"[TXNRD1, CRYZ, TNPO1, OLA1, PAPSS2]"
C229,5,4,1.25,"[PYGL, OGFOD1, FH, TRNT1, H2AFZ]"
C230,5,4,1.25,"[SMPD4, TEAD2, ERBB2, FOXB1, CUL2]"
C231,5,4,1.25,"[GPAA1, ATP5F1B, DPEP1, PTGIR, GNRHR]"
C232,5,4,1.25,"[NPC2, NEDD4L, LRP1, BARD1, PSG1]"
C233,5,4,1.25,"[CELA1, EIF4E2, PRRC2A, DISC1, PRR14]"
C234,5,4,1.25,"[FBN2, EGLN3, DISC1, AURKA, PRG2]"
C235,5,4,1.25,"[MCCC1, CUL4B, MAIP1, IREB2, ECI2]"
C236,5,4,1.25,"[PIGS, TMEM131, SF3B1, HSCB, ATP5MD]"
C237,5,4,1.25,"[PLG, ARHGAP20, ARHGAP26, KNG1, F3]"
C238,5,4,1.25,"[TH, TAB1, HR, YWHAG, MAPK1]"
C239,5,4,1.25,"[UGCG, C16orf58, CHMP4B, PICK1, TMEM231]"
C240,5,4,1.25,"[F2, ITGA2B, SERPING1, F8, SERPINA5]"
C241,5,4,1.25,"[NOS1, PUM2, CKAP4, BDKRB2, PTPN6]"
C242,5,4,1.25,"[GCHFR, CBFB, EIF4G1, CAMKK2, HBS1L]"
C243,5,4,1.25,"[GALC, HIST1H1C, IER2, IKZF1, TRMT11]"
C244,5,4,1.25,"[CELA3A, TUBA4A, TMEM132A, CNTNAP3, PCSK5]"
C245,5,4,1.25,"[CELA2B, C16orf70, NBN, RAD50, AURKA]"
C246,5,4,1.25,"[RORA, FOXP3, RUVBL1, PSMC5, NCOA1]"
C247,5,4,1.25,"[TXNRD2, NDUFA13, HSCB, GTF2H1, NCOA6]"
C248,5,4,1.25,"[FBLN5, IQCN, TOP3B, ZNF550, ZNF408]"
C249,5,4,1.25,"[DHCR7, ACP6, TMPRSS4, LTN1, DOCK3]"
C250,5,4,1.25,"[PIGM, LTB4R2, UPK1A, HAVCR2, TM2D2]"
C251,5,4,1.25,"[PLSCR4, ALG13, MTUS2, KRTAP4-12, DPH1]"
C252,5,4,1.25,"[PIGQ, SMAD1, PMEL, IL17RB, IL17RC]"
C253,5,4,1.25,"[SPHK1, TRAF6, FHL2, SPHKAP, RPS6KC1]"
C254,5,4,1.25,"[LOXL3, RPL23, EDEM1, SUFU, CLINT1]"
C255,5,4,1.25,"[CAV1, FAP, SMPD3, ABCB1, TACR1]"
C256,5,4,1.25,"[ABCA7, SORT1, SYNCRIP, LLGL2, SGTB]"
C257,5,4,1.25,"[QDPR, ENG, RXFP4, CUL3, CAND1]"
C258,5,4,1.25,"[ENPP7, MKS1, PDF, RHEB, TTC17]"
C259,5,4,1.25,"[PIGN, SPPL2B, ATP2B2, TMEM63A, GPR21]"
C260,5,4,1.25,"[PIGW, SPPL2B, GAL3ST1, WLS, IPPK]"
C261,5,4,1.25,"[PIGU, F2RL1, SLC6A15, CDH13, YIPF3]"
C262,5,4,1.25,"[PTS, ARHGEF1, AGO4, MAPK7, FNDC5]"
C263,5,4,1.25,"[PIGG, ESR1, SERPINH1, DRD2, GLP1R]"
C264,5,4,1.25,"[SMPD1, OS9, ALG11, SLC27A2, CNTNAP3B]"
C265,5,4,1.25,"[SEPHS1, CUL3, PFAS, WDR12, GART]"
C266,5,4,1.25,"[SULT2B1, SULT1B1, ALS2CR12, TBC1D22B, CDK15]"
C267,5,4,1.25,"[ABCG2, MYO5C, DBN1, RAB7A, PCDH7]"
C268,5,4,1.25,"[PCCA, IP6K3, YBEY, WDYHV1, ICMT]"
C269,5,4,1.25,"[FGG, HSPD1, NEK4, ITGB3, CDK15]"
C270,5,4,1.25,"[SEPSECS, LZTFL1, SOX2, RBPJ, MTMR2]"
C271,5,4,1.25,"[PLEKHA8, FANCI, MASTL, CDKN2AIPNL, KPNB1]"
C272,5,4,1.25,"[PIGB, WTAP, TMPRSS12, GGT7, MPPE1]"
C273,5,4,1.25,"[GBA2, LAMTOR5, AFG3L2, SRP68, MRPL44]"
C274,5,4,1.25,"[CERS5, CD83, C3AR1, IPPK, HTR2C]"
C275,5,4,1.25,"[SUOX, COX6B1, NUP62, DNAJC11, FHOD1]"
C276,5,4,1.25,"[LIPE, CAVIN1, PLIN2, PLIN5, STAR]"
C277,5,4,1.25,"[ELANE, THBS1, SERPINF2, SERPINA3, NOTCH2NLA]"
C278,5,4,1.25,"[CNR1, GNAI3, GNAI2, SSTR5, HTR2A]"
C279,5,4,1.25,"[ALDH6A1, NDUFS7, ABRAXAS1, LAMP2, POLG2]"
C280,5,4,1.25,"[LOX, MAD2L2, SOX2, EGF, IQCB1]"
C281,5,4,1.25,"[IL6, SH3GL2, SORL1, ZBTB16, SORT1]"
C282,5,4,1.25,"[FGA, TRIM33, SOD1, NID1, HRG]"
C283,5,4,1.25,"[CYP19A1, CD109, H2AFX, CACNA2D1, RC3H2]"
C284,5,4,1.25,"[GLTP, CMTM5, SHKBP1, ASPSCR1, AMD1]"
C285,5,4,1.25,"[SEPHS2, NEK4, ZNF408, CCL22, LOXL4]"
C286,5,4,1.25,"[LBP, LOC100293069, IRF6, PRDX4, CD14]"
C287,5,4,1.25,"[DIO2, USP20, MARCH6, UBE2G1, WSB1]"
C288,5,4,1.25,"[CA4, TEX101, CDK18, SLC4A1, SLC4A4]"
C289,5,4,1.25,"[CYP11A1, SMAD9, SMAD3, NLGN3, FDX1]"
C290,5,4,1.25,"[A2M, CPB2, LCAT, LOXL1, CFTR]"
C291,5,4,1.25,"[PIGK, ULBP2, CANX, ESR1, ALPP]"
C292,5,4,1.25,"[TPR, ADCY10, PCCB, FN1, INPPL1]"
C293,5,5,1,"[NME2P1, MOGAT2, NPC2, FGB, NME2]"
C294,5,4,1.25,"[TPH2, YWHAE, SYBU, DNAJC12, CFTR]"
C295,5,4,1.25,"[ODAPH, FBN1, SLC4A7, ACACA, MFAP2]"
C296,5,4,1.25,"[HNRNPC, MMP12, CFTR, PLEKHA6, TIAM1]"
C297,5,4,1.25,"[XDH, CCDC110, MYC, TF, DRD2]"
C298,5,4,1.25,"[ERH, ACP6, CFTR, LIMS1, SDHAF3]"
